"","female_1","female_0","male_1","male_0","p_value","adjusted_p_value"
"IDO2"," 1","94","  9","247","0.383611962248682","1"
"IDS"," 5","90","  1","255","0.00768539565159484","1"
"IDUA"," 1","94","  1","255","1","1"
"IER5"," 1","94","  0","256","0.605203450856607","1"
"IFFO1"," 2","93","  4","252","0.999999999999999","1"
"IFI44"," 3","92","  4","252","0.602897373489306","1"
"IFI44L"," 4","91","  5","251","0.418644200582633","1"
"IFIH1"," 5","90","  7","249","0.407767841074619","1"
"IFIT1"," 1","94","  1","255","1","1"
"IFIT5"," 1","94","  1","255","1","1"
"IFNA1"," 1","94","  2","254","0.999999999999992","1"
"IFNA10"," 1","94","  4","252","1","1"
"IFNA14"," 1","94","  0","256","0.605203450856607","1"
"IFNA16"," 1","94","  2","254","0.999999999999992","1"
"IFNA4"," 1","94","  4","252","1","1"
"IFNA7"," 1","94","  3","253","0.999999999999992","1"
"IFNA8"," 1","94","  1","255","1","1"
"IFNB1"," 1","94","  1","255","1","1"
"IFNE"," 1","94","  0","256","0.605203450856607","1"
"IFNGR1"," 1","94","  8","248","0.476878026262975","1"
"IFNL1"," 1","94","  2","254","0.999999999999992","1"
"IFNL2"," 1","94","  0","256","0.605203450856607","1"
"IFNW1"," 1","94","  3","253","0.999999999999992","1"
"IFRD1"," 1","94","  1","255","1","1"
"IFRD2"," 1","94","  6","250","0.734554681133856","1"
"IFT122"," 2","93","  8","248","0.881432743834035","1"
"IFT140"," 2","93","  5","251","1","1"
"IFT172"," 2","93"," 12","244","0.428694300436154","1"
"IFT43"," 2","93","  2","254","0.636637597230118","1"
"IFT57"," 1","94","  4","252","1","1"
"IFT80"," 2","93"," 12","244","0.428694300436154","1"
"IFT88"," 1","94","  5","251","0.908554613649432","1"
"IGBP1"," 1","94","  0","256","0.605203450856607","1"
"IGDCC3"," 3","92","  6","250","0.961141301354855","1"
"IGDCC4"," 4","91","  6","250","0.566675816077286","1"
"IGF1R"," 1","94","  2","254","0.999999999999992","1"
"IGF2BP1"," 3","92","  6","250","0.961141301354855","1"
"IGF2BP2"," 1","94","  3","253","0.999999999999992","1"
"IGF2BP3"," 2","93","  3","253","0.881751182552064","1"
"IGF2R"," 2","93"," 17","239","0.160634008033537","1"
"IGFALS"," 2","93","  1","255","0.369227083836679","1"
"IGFBP1"," 1","94","  2","254","0.999999999999992","1"
"IGFBP2"," 1","94","  0","256","0.605203450856607","1"
"IGFBP5"," 1","94","  2","254","0.999999999999992","1"
"IGFBP7"," 1","94","  0","256","0.605203450856607","1"
"IGFL1"," 1","94","  1","255","1","1"
"IGFLR1"," 1","94","  1","255","1","1"
"IGFN1"," 1","94","  7","249","0.592298080633525","1"
"IGHA2"," 2","93","  4","252","0.999999999999999","1"
"IGHD"," 1","94","  1","255","1","1"
"IGHG1"," 2","93","  8","248","0.881432743834035","1"
"IGHG2"," 2","93","  4","252","0.999999999999999","1"
"IGHM"," 3","92","  7","249","0.999999999999996","1"
"IGHMBP2"," 2","93","  8","248","0.881432743834035","1"
"IGHV1-18"," 2","93","  1","255","0.369227083836679","1"
"IGHV1-24"," 1","94","  3","253","0.999999999999992","1"
"IGHV1-45"," 3","92","  6","250","0.961141301354855","1"
"IGHV1-46"," 1","94","  3","253","0.999999999999992","1"
"IGHV1-69"," 1","94","  0","256","0.605203450856607","1"
"IGHV1OR15-9"," 1","94","  6","250","0.734554681133856","1"
"IGHV1OR21-1"," 6","89"," 17","239","0.999999999999997","1"
"IGHV3-13"," 1","94","  2","254","0.999999999999992","1"
"IGHV3-15"," 3","92","  1","255","0.108660522638231","1"
"IGHV3-16"," 1","94","  3","253","0.999999999999992","1"
"IGHV3-21"," 3","92","  4","252","0.602897373489306","1"
"IGHV3-23"," 1","94","  5","251","0.908554613649432","1"
"IGHV3-30"," 3","92","  3","253","0.416817710957982","1"
"IGHV3-33"," 1","94","  2","254","0.999999999999992","1"
"IGHV3-38"," 1","94","  0","256","0.605203450856607","1"
"IGHV3-43"," 1","94","  3","253","0.999999999999992","1"
"IGHV3-53"," 1","94","  1","255","1","1"
"IGHV3-66"," 2","93","  1","255","0.369227083836679","1"
"IGHV3-72"," 3","92","  1","255","0.108660522638231","1"
"IGHV3OR15-7"," 1","94","  6","250","0.734554681133856","1"
"IGHV3OR16-8"," 1","94","  1","255","1","1"
"IGHV3OR16-9"," 1","94","  2","254","0.999999999999992","1"
"IGHV4-28"," 3","92","  2","254","0.245008904620463","1"
"IGHV4-31"," 1","94","  5","251","0.908554613649432","1"
"IGHV4-39"," 1","94","  0","256","0.605203450856607","1"
"IGHV4-55"," 1","94","  6","250","0.734554681133856","1"
"IGHV4-59"," 4","91","  6","250","0.566675816077286","1"
"IGHV4-61"," 2","93","  4","252","0.999999999999999","1"
"IGJ"," 1","94","  4","252","1","1"
"IGKC"," 5","90"," 21","235","0.480764016745459","1"
"IGKV1-13"," 1","94","  7","249","0.592298080633525","1"
"IGKV1-16"," 2","93","  2","254","0.636637597230118","1"
"IGKV1-17"," 2","93","  4","252","0.999999999999999","1"
"IGKV1-27"," 1","94","  6","250","0.734554681133856","1"
"IGKV1-5"," 3","92","  4","252","0.602897373489306","1"
"IGKV1-9"," 2","93","  0","256","0.125983856185046","1"
"IGKV1D-12"," 1","94","  2","254","0.999999999999992","1"
"IGKV1D-13"," 1","94","  8","248","0.476878026262975","1"
"IGKV1D-16"," 2","93"," 10","246","0.620997873432888","1"
"IGKV1D-17"," 3","92","  9","247","0.999999999999999","1"
"IGKV1D-27"," 2","93","  2","254","0.636637597230118","1"
"IGKV1D-33"," 1","94","  2","254","0.999999999999992","1"
"IGKV1D-42"," 3","92"," 10","246","0.990600924893009","1"
"IGKV1D-43"," 1","94"," 10","246","0.308414001408589","1"
"IGKV1D-8"," 2","93"," 10","246","0.620997873432888","1"
"IGKV2-24"," 3","92","  4","252","0.602897373489306","1"
"IGKV2-28"," 1","94","  2","254","0.999999999999992","1"
"IGKV2-29"," 2","93","  3","253","0.881751182552064","1"
"IGKV2D-24"," 1","94","  4","252","1","1"
"IGKV2D-29"," 2","93","  7","249","0.999999999999997","1"
"IGKV2OR22-4"," 1","94","  1","255","1","1"
"IGKV3-11"," 2","93","  3","253","0.881751182552064","1"
"IGKV3-15"," 1","94","  6","250","0.734554681133856","1"
"IGKV3D-11"," 5","90","  4","252","0.116687581807591","1"
"IGKV3D-20"," 1","94","  5","251","0.908554613649432","1"
"IGKV3D-7"," 1","94","  1","255","1","1"
"IGKV4-1"," 1","94","  1","255","1","1"
"IGKV5-2"," 1","94","  1","255","1","1"
"IGKV6-21"," 1","94","  3","253","0.999999999999992","1"
"IGKV6D-21"," 4","91","  6","250","0.566675816077286","1"
"IGKV6D-41"," 4","91","  4","252","0.282617602400756","1"
"IGLC2"," 1","94","  3","253","0.999999999999992","1"
"IGLC3"," 2","93","  1","255","0.369227083836679","1"
"IGLL1"," 1","94","  1","255","1","1"
"IGLON5"," 1","94","  2","254","0.999999999999992","1"
"IGLV1-40"," 1","94","  1","255","1","1"
"IGLV1-41"," 2","93","  1","255","0.369227083836679","1"
"IGLV1-44"," 1","94","  4","252","1","1"
"IGLV1-51"," 1","94","  0","256","0.605203450856607","1"
"IGLV2-11"," 1","94","  2","254","0.999999999999992","1"
"IGLV2-33"," 1","94","  6","250","0.734554681133856","1"
"IGLV3-19"," 1","94","  1","255","1","1"
"IGLV3-25"," 1","94","  1","255","1","1"
"IGLV4-3"," 2","93","  0","256","0.125983856185046","1"
"IGLV4-60"," 1","94","  0","256","0.605203450856607","1"
"IGLV4-69"," 1","94","  1","255","1","1"
"IGLV5-45"," 1","94","  1","255","1","1"
"IGLV7-43"," 1","94","  1","255","1","1"
"IGLV8OR8-1"," 2","93","  0","256","0.125983856185046","1"
"IGLV9-49"," 1","94","  0","256","0.605203450856607","1"
"IGSF1"," 7","88","  9","247","0.211458039331507","1"
"IGSF10"," 2","93"," 14","242","0.291747473640824","1"
"IGSF11"," 4","91","  8","248","0.867609436433505","1"
"IGSF21"," 2","93","  6","250","0.999999999999998","1"
"IGSF22"," 1","94","  3","253","0.999999999999992","1"
"IGSF3"," 4","91","  4","252","0.282617602400756","1"
"IGSF6"," 1","94","  1","255","1","1"
"IGSF8"," 1","94","  5","251","0.908554613649432","1"
"IGSF9"," 2","93","  7","249","0.999999999999997","1"
"IGSF9B"," 4","91"," 15","241","0.733033765874222","1"
"IK"," 1","94","  1","255","1","1"
"IKBIP"," 4","91","  2","254","0.0820750576953345","1"
"IKBKAP"," 3","92","  2","254","0.245008904620463","1"
"IKBKB"," 2","93","  5","251","1","1"
"IKBKE"," 1","94","  5","251","0.908554613649432","1"
"IKZF2"," 1","94","  3","253","0.999999999999992","1"
"IKZF3"," 2","93","  7","249","0.999999999999997","1"
"IKZF4"," 1","94","  4","252","1","1"
"IL10RA"," 1","94","  2","254","0.999999999999992","1"
"IL10RB"," 1","94","  0","256","0.605203450856607","1"
"IL12A"," 3","92","  1","255","0.108660522638231","1"
"IL12B"," 2","93","  4","252","0.999999999999999","1"
"IL12RB1"," 1","94","  4","252","1","1"
"IL13RA1"," 2","93","  1","255","0.369227083836679","1"
"IL13RA2"," 1","94","  1","255","1","1"
"IL16"," 2","93","  7","249","0.999999999999997","1"
"IL17A"," 1","94","  7","249","0.592298080633525","1"
"IL17C"," 1","94","  2","254","0.999999999999992","1"
"IL17F"," 3","92","  2","254","0.245008904620463","1"
"IL17RA"," 1","94","  4","252","1","1"
"IL17RD"," 2","93","  1","255","0.369227083836679","1"
"IL17REL"," 1","94","  3","253","0.999999999999992","1"
"IL18BP"," 1","94","  2","254","0.999999999999992","1"
"IL18RAP"," 4","91","  8","248","0.867609436433505","1"
"IL19"," 1","94","  0","256","0.605203450856607","1"
"IL1B"," 1","94","  2","254","0.999999999999992","1"
"IL1R1"," 3","92","  1","255","0.108660522638231","1"
"IL1RAP"," 1","94","  6","250","0.734554681133856","1"
"IL1RAPL1"," 6","89"," 13","243","0.849440699595668","1"
"IL1RAPL2"," 6","89","  4","252","0.0436779302658856","1"
"IL1RL1"," 3","92","  6","250","0.961141301354855","1"
"IL20RA"," 1","94","  1","255","1","1"
"IL20RB"," 1","94","  0","256","0.605203450856607","1"
"IL21"," 2","93","  1","255","0.369227083836679","1"
"IL21R"," 5","90","  3","253","0.0601843139452382","1"
"IL22"," 1","94","  2","254","0.999999999999992","1"
"IL22RA2"," 3","92","  2","254","0.245008904620463","1"
"IL23R"," 1","94","  3","253","0.999999999999992","1"
"IL24"," 2","93","  1","255","0.369227083836679","1"
"IL26"," 1","94","  1","255","1","1"
"IL27"," 1","94","  3","253","0.999999999999992","1"
"IL2RA"," 1","94","  1","255","1","1"
"IL2RB"," 3","92","  2","254","0.245008904620463","1"
"IL2RG"," 1","94","  0","256","0.605203450856607","1"
"IL32"," 1","94","  0","256","0.605203450856607","1"
"IL36B"," 2","93","  1","255","0.369227083836679","1"
"IL37"," 1","94","  3","253","0.999999999999992","1"
"IL3RA"," 2","93","  1","255","0.369227083836679","1"
"IL4R"," 5","90","  5","251","0.19529909178469","1"
"IL5RA"," 1","94","  3","253","0.999999999999992","1"
"IL6"," 1","94","  3","253","0.999999999999992","1"
"IL6ST"," 1","94","  3","253","0.999999999999992","1"
"IL7R"," 6","89"," 18","238","0.999999999999999","1"
"IL9R"," 2","93","  6","250","0.999999999999998","1"
"ILDR2"," 3","92","  6","250","0.961141301354855","1"
"ILVBL"," 1","94","  4","252","1","1"
"IMP4"," 2","93","  5","251","1","1"
"IMPA1"," 1","94","  2","254","0.999999999999992","1"
"IMPA2"," 2","93","  3","253","0.881751182552064","1"
"IMPACT"," 2","93","  2","254","0.636637597230118","1"
"IMPDH1"," 2","93","  7","249","0.999999999999997","1"
"IMPG1"," 9","86"," 12","244","0.153714542087525","1"
"IMPG2"," 4","91"," 14","242","0.839526263804131","1"
"INADL"," 3","92"," 13","243","0.632415098509811","1"
"INCENP"," 1","94","  4","252","1","1"
"INF2"," 2","93","  4","252","0.999999999999999","1"
"ING1"," 1","94","  3","253","0.999999999999992","1"
"ING2"," 1","94","  1","255","1","1"
"ING4"," 1","94","  1","255","1","1"
"INHA"," 1","94","  6","250","0.734554681133856","1"
"INHBA"," 6","89","  7","249","0.207493200960155","1"
"INO80"," 1","94","  6","250","0.734554681133856","1"
"INO80B"," 1","94","  3","253","0.999999999999992","1"
"INO80C"," 1","94","  0","256","0.605203450856607","1"
"INPP4A"," 1","94","  8","248","0.476878026262975","1"
"INPP4B"," 2","93"," 12","244","0.428694300436154","1"
"INPP5B"," 1","94","  9","247","0.383611962248682","1"
"INPP5D"," 7","88"," 10","246","0.287958479508484","1"
"INPP5F"," 1","94","  4","252","1","1"
"INPP5J"," 1","94","  2","254","0.999999999999992","1"
"INPP5K"," 1","94","  1","255","1","1"
"INPPL1"," 4","91"," 11","245","0.999999999999998","1"
"INSC"," 3","92","  8","248","0.999999999999997","1"
"INSIG2"," 3","92","  4","252","0.602897373489306","1"
"INSL5"," 1","94","  0","256","0.605203450856607","1"
"INSL6"," 1","94","  1","255","1","1"
"INSM2"," 1","94","  2","254","0.999999999999992","1"
"INSR"," 6","89"," 11","245","0.614959828217171","1"
"INSRR"," 3","92"," 15","241","0.454971054635889","1"
"INTS1"," 3","92"," 10","246","0.990600924893009","1"
"INTS10"," 2","93","  1","255","0.369227083836679","1"
"INTS12"," 1","94","  1","255","1","1"
"INTS2"," 2","93","  7","249","0.999999999999997","1"
"INTS3"," 1","94","  7","249","0.592298080633525","1"
"INTS4"," 1","94","  4","252","1","1"
"INTS4P1"," 1","94","  1","255","1","1"
"INTS4P2"," 1","94","  1","255","1","1"
"INTS6"," 3","92","  7","249","0.999999999999996","1"
"INTS7"," 3","92","  3","253","0.416817710957982","1"
"INTS8"," 1","94","  5","251","0.908554613649432","1"
"INTU"," 2","93","  4","252","0.999999999999999","1"
"INVS"," 1","94","  5","251","0.908554613649432","1"
"IPCEF1"," 2","93","  3","253","0.881751182552064","1"
"IPMK"," 1","94","  2","254","0.999999999999992","1"
"IPO11"," 3","92","  6","250","0.961141301354855","1"
"IPO13"," 1","94","  4","252","1","1"
"IPO5"," 1","94","  3","253","0.999999999999992","1"
"IPO7"," 2","93","  2","254","0.636637597230118","1"
"IPO8"," 2","93"," 13","243","0.354191511198872","1"
"IPO9"," 2","93","  3","253","0.881751182552064","1"
"IPP"," 1","94","  4","252","1","1"
"IPPK"," 1","94","  0","256","0.605203450856607","1"
"IQCC"," 1","94","  1","255","1","1"
"IQCD"," 1","94","  1","255","1","1"
"IQCE"," 2","93","  8","248","0.881432743834035","1"
"IQCG"," 6","89","  6","250","0.136497771986888","1"
"IQCH"," 1","94","  5","251","0.908554613649432","1"
"IQCJ"," 1","94","  2","254","0.999999999999992","1"
"IQCJ-SCHIP1"," 6","89","  9","247","0.392320566986466","1"
"IQCK"," 2","93","  1","255","0.369227083836679","1"
"IQGAP1"," 5","90","  8","248","0.532395057356703","1"
"IQGAP2"," 1","94"," 13","243","0.159922817137625","1"
"IQGAP3"," 1","94"," 16","240","0.0826679154853567","1"
"IQSEC2"," 4","91","  3","253","0.167725234970293","1"
"IQSEC3"," 3","92"," 12","244","0.739495895944626","1"
"IQUB"," 4","91","  9","247","0.999999999999999","1"
"IRAK1"," 3","92","  3","253","0.416817710957982","1"
"IRAK1BP1"," 1","94","  1","255","1","1"
"IRAK2"," 1","94","  1","255","1","1"
"IRAK4"," 1","94","  0","256","0.605203450856607","1"
"IREB2"," 1","94","  3","253","0.999999999999992","1"
"IRF1"," 1","94","  3","253","0.999999999999992","1"
"IRF2"," 2","93","  3","253","0.881751182552064","1"
"IRF2BP1"," 2","93","  5","251","1","1"
"IRF2BP2"," 1","94","  4","252","1","1"
"IRF2BPL"," 2","93","  4","252","0.999999999999999","1"
"IRF3"," 1","94","  1","255","1","1"
"IRF4"," 4","91","  3","253","0.167725234970293","1"
"IRF6"," 3","92","  9","247","0.999999999999999","1"
"IRF8"," 3","92","  6","250","0.961141301354855","1"
"IRGC"," 1","94","  7","249","0.592298080633525","1"
"IRGQ"," 3","92","  5","251","0.78756460509902","1"
"IRS1"," 6","89","  6","250","0.136497771986888","1"
"IRS2"," 1","94","  2","254","0.999999999999992","1"
"IRS4"," 6","89","  8","248","0.293588596357504","1"
"IRX1"," 2","93","  9","247","0.742124259250047","1"
"IRX2"," 6","89","  4","252","0.0436779302658856","1"
"IRX4"," 2","93","  1","255","0.369227083836679","1"
"IRX5"," 1","94","  2","254","0.999999999999992","1"
"IRX6"," 3","92","  8","248","0.999999999999997","1"
"ISG15"," 1","94","  2","254","0.999999999999992","1"
"ISL1"," 3","92","  9","247","0.999999999999999","1"
"ISL2"," 3","92","  1","255","0.108660522638231","1"
"ISLR"," 2","93","  2","254","0.636637597230118","1"
"ISLR2"," 1","94","  5","251","0.908554613649432","1"
"ISM2"," 4","91","  4","252","0.282617602400756","1"
"ISOC1"," 1","94","  3","253","0.999999999999992","1"
"ISPD"," 1","94","  1","255","1","1"
"IST1"," 1","94","  1","255","1","1"
"ISX"," 3","92","  9","247","0.999999999999999","1"
"ISYNA1"," 1","94","  1","255","1","1"
"ITCH"," 3","92","  4","252","0.602897373489306","1"
"ITFG2"," 2","93","  5","251","1","1"
"ITFG3"," 1","94","  2","254","0.999999999999992","1"
"ITGA1"," 1","94","  7","249","0.592298080633525","1"
"ITGA10"," 2","93"," 12","244","0.428694300436154","1"
"ITGA11"," 3","92","  6","250","0.961141301354855","1"
"ITGA2"," 2","93","  8","248","0.881432743834035","1"
"ITGA2B"," 1","94","  4","252","1","1"
"ITGA3"," 1","94","  6","250","0.734554681133856","1"
"ITGA4"," 3","92","  8","248","0.999999999999997","1"
"ITGA5"," 1","94","  5","251","0.908554613649432","1"
"ITGA6"," 2","93","  4","252","0.999999999999999","1"
"ITGA7"," 2","93"," 10","246","0.620997873432888","1"
"ITGA8","10","85"," 15","241","0.201657216277474","1"
"ITGAD"," 7","88"," 16","240","0.893818143529369","1"
"ITGAE"," 3","92","  7","249","0.999999999999996","1"
"ITGAL"," 1","94","  6","250","0.734554681133856","1"
"ITGAM"," 1","94"," 10","246","0.308414001408589","1"
"ITGAV"," 1","94","  6","250","0.734554681133856","1"
"ITGAX"," 3","92"," 15","241","0.454971054635889","1"
"ITGB1"," 3","92","  3","253","0.416817710957982","1"
"ITGB1BP2"," 1","94","  0","256","0.605203450856607","1"
"ITGB2"," 1","94","  3","253","0.999999999999992","1"
"ITGB3"," 1","94","  8","248","0.476878026262975","1"
"ITGB3BP"," 2","93","  1","255","0.369227083836679","1"
"ITGB4"," 3","92"," 13","243","0.632415098509811","1"
"ITGB5"," 1","94","  1","255","1","1"
"ITGB8"," 1","94","  9","247","0.383611962248682","1"
"ITGBL1"," 4","91"," 12","244","0.999999999999997","1"
"ITIH1"," 4","91","  4","252","0.282617602400756","1"
"ITIH2"," 8","87"," 11","245","0.210685839091205","1"
"ITIH3"," 1","94","  4","252","1","1"
"ITIH4"," 2","93","  5","251","1","1"
"ITIH5"," 4","91"," 15","241","0.733033765874222","1"
"ITIH6"," 8","87"," 11","245","0.210685839091205","1"
"ITLN1"," 1","94","  5","251","0.908554613649432","1"
"ITM2A"," 3","92","  7","249","0.999999999999996","1"
"ITM2B"," 1","94","  1","255","1","1"
"ITPK1"," 3","92","  5","251","0.78756460509902","1"
"ITPKB"," 3","92","  3","253","0.416817710957982","1"
"ITPKC"," 2","93","  5","251","1","1"
"ITPR1"," 3","92","  7","249","0.999999999999996","1"
"ITPR2"," 5","90"," 18","238","0.724828502594709","1"
"ITPR3"," 5","90","  7","249","0.407767841074619","1"
"ITPRIPL1"," 2","93","  4","252","0.999999999999999","1"
"ITPRIPL2"," 1","94","  3","253","0.999999999999992","1"
"ITSN1"," 1","94"," 11","245","0.247857510270415","1"
"ITSN2"," 4","91","  4","252","0.282617602400756","1"
"IWS1"," 1","94","  2","254","0.999999999999992","1"
"IYD"," 1","94","  1","255","1","1"
"IZUMO1R"," 3","92","  0","256","0.0275964000478491","1"
"IZUMO2"," 1","94","  3","253","0.999999999999992","1"
"IZUMO4"," 1","94","  2","254","0.999999999999992","1"
"JADE2"," 1","94","  2","254","0.999999999999992","1"
"JADE3"," 6","89","  0","256","0.000327641632005322","1"
"JAG1"," 3","92","  6","250","0.961141301354855","1"
"JAG2"," 6","89","  7","249","0.207493200960155","1"
"JAK1"," 1","94","  4","252","1","1"
"JAK2"," 6","89","  7","249","0.207493200960155","1"
"JAK3"," 2","93"," 11","245","0.517040161659325","1"
"JAKMIP1"," 7","88"," 11","245","0.375182240106314","1"
"JAKMIP2"," 2","93","  9","247","0.742124259250047","1"
"JAKMIP3"," 2","93","  4","252","0.999999999999999","1"
"JAM2"," 1","94","  4","252","1","1"
"JARID2"," 1","94","  8","248","0.476878026262975","1"
"JKAMP"," 2","93","  1","255","0.369227083836679","1"
"JMJD1C"," 5","90"," 11","245","0.922221986109759","1"
"JMJD6"," 1","94","  1","255","1","1"
"JMJD7-PLA2G4B"," 1","94","  0","256","0.605203450856607","1"
"JMJD8"," 1","94","  2","254","0.999999999999992","1"
"JMY"," 1","94","  3","253","0.999999999999992","1"
"JPH2"," 5","90","  6","250","0.293724357263609","1"
"JPH3"," 3","92","  6","250","0.961141301354855","1"
"JRKL"," 1","94","  1","255","1","1"
"JUN"," 2","93","  3","253","0.881751182552064","1"
"JUP"," 2","93","  6","250","0.999999999999998","1"
"KALRN"," 8","87"," 26","230","0.77545565855438","1"
"KANK1"," 2","93","  2","254","0.636637597230118","1"
"KANK2"," 4","91","  5","251","0.418644200582633","1"
"KANK4"," 1","94"," 12","244","0.199124806645727","1"
"KANSL1"," 2","93","  8","248","0.881432743834035","1"
"KANSL1L"," 3","92","  4","252","0.602897373489306","1"
"KANSL2"," 1","94","  3","253","0.999999999999992","1"
"KANSL3"," 1","94","  1","255","1","1"
"KARS"," 2","93","  3","253","0.881751182552064","1"
"KAT2A"," 1","94","  2","254","0.999999999999992","1"
"KAT2B"," 1","94","  5","251","0.908554613649432","1"
"KAT5"," 2","93","  1","255","0.369227083836679","1"
"KAT6A"," 4","91","  7","249","0.718493878993268","1"
"KAT6B"," 2","93"," 10","246","0.620997873432888","1"
"KAT7"," 1","94","  6","250","0.734554681133856","1"
"KAT8"," 3","92","  2","254","0.245008904620463","1"
"KATNB1"," 1","94","  0","256","0.605203450856607","1"
"KB-1572G7.2"," 1","94","  0","256","0.605203450856607","1"
"KB-7G2.8"," 1","94","  6","250","0.734554681133856","1"
"KBTBD12"," 3","92","  5","251","0.78756460509902","1"
"KBTBD3"," 1","94","  4","252","1","1"
"KBTBD4"," 2","93","  3","253","0.881751182552064","1"
"KBTBD6"," 1","94","  4","252","1","1"
"KBTBD7"," 2","93","  2","254","0.636637597230118","1"
"KCNA1"," 2","93","  6","250","0.999999999999998","1"
"KCNA10"," 2","93","  3","253","0.881751182552064","1"
"KCNA2"," 2","93","  5","251","1","1"
"KCNA3"," 2","93","  5","251","1","1"
"KCNA4"," 8","87"," 18","238","0.831817008838249","1"
"KCNA5"," 3","92","  8","248","0.999999999999997","1"
"KCNA6"," 4","91","  6","250","0.566675816077286","1"
"KCNA7"," 1","94","  6","250","0.734554681133856","1"
"KCNAB1"," 2","93","  4","252","0.999999999999999","1"
"KCNAB2"," 3","92","  2","254","0.245008904620463","1"
"KCNB1"," 2","93","  8","248","0.881432743834035","1"
"KCNB2"," 5","90"," 14","242","1","1"
"KCNC1"," 2","93","  5","251","1","1"
"KCNC2"," 7","88"," 18","238","0.999999999999999","1"
"KCNC3"," 2","93","  3","253","0.881751182552064","1"
"KCNC4"," 2","93","  2","254","0.636637597230118","1"
"KCND1"," 1","94","  2","254","0.999999999999992","1"
"KCND2"," 4","91"," 13","243","0.954865287915072","1"
"KCND3"," 1","94","  6","250","0.734554681133856","1"
"KCNE3"," 1","94","  3","253","0.999999999999992","1"
"KCNE4"," 1","94","  2","254","0.999999999999992","1"
"KCNE5"," 1","94","  0","256","0.605203450856607","1"
"KCNF1"," 3","92","  5","251","0.78756460509902","1"
"KCNG1"," 1","94","  6","250","0.734554681133856","1"
"KCNG2"," 1","94","  1","255","1","1"
"KCNG4"," 3","92","  7","249","0.999999999999996","1"
"KCNH1"," 7","88"," 17","239","0.99837698214795","1"
"KCNH2"," 2","93","  5","251","1","1"
"KCNH3"," 3","92","  6","250","0.961141301354855","1"
"KCNH4"," 3","92","  7","249","0.999999999999996","1"
"KCNH5"," 3","92"," 13","243","0.632415098509811","1"
"KCNH6"," 5","90"," 11","245","0.922221986109759","1"
"KCNH7","11","84"," 28","228","0.999999999999999","1"
"KCNH8"," 9","86"," 11","245","0.109638053001994","1"
"KCNIP1"," 2","93","  5","251","1","1"
"KCNIP2"," 1","94","  1","255","1","1"
"KCNIP3"," 1","94","  4","252","1","1"
"KCNIP4"," 4","91","  6","250","0.566675816077286","1"
"KCNJ1"," 5","90","  4","252","0.116687581807591","1"
"KCNJ11"," 1","94","  3","253","0.999999999999992","1"
"KCNJ12"," 4","91","  7","249","0.718493878993268","1"
"KCNJ14"," 1","94","  3","253","0.999999999999992","1"
"KCNJ16"," 1","94","  6","250","0.734554681133856","1"
"KCNJ2"," 2","93","  5","251","1","1"
"KCNJ3"," 6","89"," 17","239","0.999999999999997","1"
"KCNJ4"," 2","93","  3","253","0.881751182552064","1"
"KCNJ8"," 2","93","  9","247","0.742124259250047","1"
"KCNJ9"," 1","94","  0","256","0.605203450856607","1"
"KCNK1"," 1","94","  2","254","0.999999999999992","1"
"KCNK10"," 4","91"," 15","241","0.733033765874222","1"
"KCNK13"," 2","93","  4","252","0.999999999999999","1"
"KCNK17"," 1","94","  6","250","0.734554681133856","1"
"KCNK18"," 3","92","  5","251","0.78756460509902","1"
"KCNK2"," 1","94","  9","247","0.383611962248682","1"
"KCNK3"," 1","94","  3","253","0.999999999999992","1"
"KCNK6"," 1","94","  2","254","0.999999999999992","1"
"KCNK9"," 1","94","  9","247","0.383611962248682","1"
"KCNMA1"," 2","93","  8","248","0.881432743834035","1"
"KCNMB1"," 1","94","  2","254","0.999999999999992","1"
"KCNMB2"," 3","92","  3","253","0.416817710957982","1"
"KCNMB3"," 1","94","  3","253","0.999999999999992","1"
"KCNMB4"," 2","93","  3","253","0.881751182552064","1"
"KCNN1"," 1","94","  7","249","0.592298080633525","1"
"KCNN3"," 1","94","  5","251","0.908554613649432","1"
"KCNN4"," 1","94","  3","253","0.999999999999992","1"
"KCNQ1"," 1","94","  2","254","0.999999999999992","1"
"KCNQ2"," 3","92","  5","251","0.78756460509902","1"
"KCNQ3"," 3","92"," 13","243","0.632415098509811","1"
"KCNQ4"," 1","94","  3","253","0.999999999999992","1"
"KCNQ5"," 3","92","  8","248","0.999999999999997","1"
"KCNS1"," 1","94","  2","254","0.999999999999992","1"
"KCNS2"," 2","93","  2","254","0.636637597230118","1"
"KCNS3"," 1","94","  5","251","0.908554613649432","1"
"KCNT1"," 4","91","  7","249","0.718493878993268","1"
"KCNT2"," 6","89"," 19","237","0.900979476377459","1"
"KCNU1"," 4","91"," 12","244","0.999999999999997","1"
"KCNV1"," 3","92"," 12","244","0.739495895944626","1"
"KCNV2"," 1","94","  5","251","0.908554613649432","1"
"KCTD13"," 1","94","  0","256","0.605203450856607","1"
"KCTD14"," 1","94","  0","256","0.605203450856607","1"
"KCTD15"," 1","94","  1","255","1","1"
"KCTD16"," 3","92","  7","249","0.999999999999996","1"
"KCTD18"," 2","93","  1","255","0.369227083836679","1"
"KCTD19"," 2","93","  2","254","0.636637597230118","1"
"KCTD21"," 1","94","  3","253","0.999999999999992","1"
"KCTD3"," 1","94","  5","251","0.908554613649432","1"
"KCTD8"," 2","93"," 12","244","0.428694300436154","1"
