"","female_1","female_0","male_1","male_0","p_value","adjusted_p_value"
"KCTD9"," 1","94","  3","253","0.999999999999992","1"
"KDELC1"," 1","94","  5","251","0.908554613649432","1"
"KDELR3"," 1","94","  0","256","0.605203450856607","1"
"KDM1A"," 4","91","  5","251","0.418644200582633","1"
"KDM2A"," 3","92","  2","254","0.245008904620463","1"
"KDM2B"," 1","94","  4","252","1","1"
"KDM3A"," 1","94","  3","253","0.999999999999992","1"
"KDM3B"," 3","92","  4","252","0.602897373489306","1"
"KDM4A"," 4","91","  4","252","0.282617602400756","1"
"KDM4B"," 2","93","  5","251","1","1"
"KDM4C"," 1","94","  7","249","0.592298080633525","1"
"KDM4D"," 2","93","  4","252","0.999999999999999","1"
"KDM4E"," 1","94","  1","255","1","1"
"KDM5A"," 2","93"," 10","246","0.620997873432888","1"
"KDM5B"," 5","90","  9","247","0.662562128500379","1"
"KDM6A"," 5","90"," 15","241","0.999999999999999","1"
"KDM7A"," 3","92","  4","252","0.602897373489306","1"
"KDR"," 7","88"," 17","239","0.99837698214795","1"
"KDSR"," 1","94","  2","254","0.999999999999992","1"
"KEAP1","11","84"," 30","226","0.999999999999999","1"
"KEL"," 2","93"," 10","246","0.620997873432888","1"
"KERA"," 3","92","  2","254","0.245008904620463","1"
"KHDC3L"," 1","94","  4","252","1","1"
"KHDRBS2"," 5","90","  7","249","0.407767841074619","1"
"KHDRBS3"," 3","92","  1","255","0.108660522638231","1"
"KHNYN"," 1","94","  4","252","1","1"
"KHSRP"," 3","92","  4","252","0.602897373489306","1"
"KIAA0100"," 1","94"," 12","244","0.199124806645727","1"
"KIAA0141"," 2","93","  2","254","0.636637597230118","1"
"KIAA0195"," 2","93","  4","252","0.999999999999999","1"
"KIAA0196"," 3","92","  7","249","0.999999999999996","1"
"KIAA0226"," 5","90","  7","249","0.407767841074619","1"
"KIAA0226L"," 2","93","  5","251","1","1"
"KIAA0232"," 1","94","  8","248","0.476878026262975","1"
"KIAA0319"," 6","89","  8","248","0.293588596357504","1"
"KIAA0319L"," 2","93","  5","251","1","1"
"KIAA0368"," 4","91","  8","248","0.867609436433505","1"
"KIAA0391"," 2","93","  4","252","0.999999999999999","1"
"KIAA0408"," 1","94","  4","252","1","1"
"KIAA0556"," 6","89"," 12","244","0.732234778080954","1"
"KIAA0586"," 3","92","  9","247","0.999999999999999","1"
"KIAA0753"," 1","94","  3","253","0.999999999999992","1"
"KIAA0895"," 2","93","  6","250","0.999999999999998","1"
"KIAA0907"," 1","94","  6","250","0.734554681133856","1"
"KIAA0930"," 1","94","  1","255","1","1"
"KIAA1024"," 3","92"," 12","244","0.739495895944626","1"
"KIAA1033"," 3","92","  8","248","0.999999999999997","1"
"KIAA1045"," 2","93","  3","253","0.881751182552064","1"
"KIAA1109","15","80"," 30","226","0.404356904094156","1"
"KIAA1210"," 6","89","  9","247","0.392320566986466","1"
"KIAA1211"," 6","89"," 18","238","0.999999999999999","1"
"KIAA1217"," 2","93","  6","250","0.999999999999998","1"
"KIAA1257"," 1","94","  5","251","0.908554613649432","1"
"KIAA1279"," 1","94","  3","253","0.999999999999992","1"
"KIAA1324"," 1","94","  3","253","0.999999999999992","1"
"KIAA1324L"," 3","92","  8","248","0.999999999999997","1"
"KIAA1407"," 1","94"," 10","246","0.308414001408589","1"
"KIAA1429"," 2","93"," 11","245","0.517040161659325","1"
"KIAA1456"," 1","94","  2","254","0.999999999999992","1"
"KIAA1462"," 3","92","  8","248","0.999999999999997","1"
"KIAA1468"," 6","89","  8","248","0.293588596357504","1"
"KIAA1522"," 4","91","  6","250","0.566675816077286","1"
"KIAA1524"," 4","91","  7","249","0.718493878993268","1"
"KIAA1549"," 5","90"," 15","241","0.999999999999999","1"
"KIAA1549L"," 7","88"," 15","241","0.786840769923159","1"
"KIAA1551"," 1","94","  6","250","0.734554681133856","1"
"KIAA1586"," 1","94","  5","251","0.908554613649432","1"
"KIAA1598"," 2","93","  5","251","1","1"
"KIAA1614"," 1","94","  1","255","1","1"
"KIAA1644"," 2","93","  0","256","0.125983856185046","1"
"KIAA1683"," 3","92","  7","249","0.999999999999996","1"
"KIAA1755"," 3","92"," 15","241","0.454971054635889","1"
"KIAA1841"," 2","93","  4","252","0.999999999999999","1"
"KIAA1919"," 2","93","  6","250","0.999999999999998","1"
"KIAA1958"," 3","92","  4","252","0.602897373489306","1"
"KIAA2018"," 8","87"," 12","244","0.279448318768349","1"
"KIAA2022","10","85"," 16","240","0.258553002458301","1"
"KIAA2026"," 2","93","  6","250","0.999999999999998","1"
"KIDINS220"," 3","92"," 11","245","0.859096246449638","1"
"KIF11"," 2","93","  1","255","0.369227083836679","1"
"KIF12"," 1","94","  2","254","0.999999999999992","1"
"KIF13A"," 1","94","  8","248","0.476878026262975","1"
"KIF13B"," 1","94"," 11","245","0.247857510270415","1"
"KIF14"," 3","92"," 10","246","0.990600924893009","1"
"KIF15"," 1","94","  2","254","0.999999999999992","1"
"KIF16B"," 4","91"," 12","244","0.999999999999997","1"
"KIF17"," 4","91","  8","248","0.867609436433505","1"
"KIF18A"," 2","93","  4","252","0.999999999999999","1"
"KIF18B"," 4","91","  3","253","0.167725234970293","1"
"KIF19"," 1","94"," 11","245","0.247857510270415","1"
"KIF1A"," 4","91"," 17","239","0.548759447260257","1"
"KIF1B"," 1","94"," 12","244","0.199124806645727","1"
"KIF1C"," 1","94","  2","254","0.999999999999992","1"
"KIF20B"," 1","94"," 10","246","0.308414001408589","1"
"KIF21A"," 8","87"," 12","244","0.279448318768349","1"
"KIF21B"," 6","89"," 11","245","0.614959828217171","1"
"KIF22"," 1","94","  1","255","1","1"
"KIF23"," 2","93","  4","252","0.999999999999999","1"
"KIF24"," 1","94","  8","248","0.476878026262975","1"
"KIF25"," 1","94","  3","253","0.999999999999992","1"
"KIF26A"," 1","94","  4","252","1","1"
"KIF26B"," 3","92"," 13","243","0.632415098509811","1"
"KIF27"," 3","92","  5","251","0.78756460509902","1"
"KIF2A"," 1","94","  2","254","0.999999999999992","1"
"KIF2B"," 9","86"," 23","233","0.999999999999999","1"
"KIF3A"," 1","94","  5","251","0.908554613649432","1"
"KIF3C"," 1","94","  2","254","0.999999999999992","1"
"KIF4A"," 2","93","  1","255","0.369227083836679","1"
"KIF4B"," 6","89"," 11","245","0.614959828217171","1"
"KIF5A"," 3","92"," 10","246","0.990600924893009","1"
"KIF5B"," 3","92","  3","253","0.416817710957982","1"
"KIF5C"," 1","94","  7","249","0.592298080633525","1"
"KIF6"," 3","92","  6","250","0.961141301354855","1"
"KIF7"," 2","93","  5","251","1","1"
"KIFAP3"," 5","90","  8","248","0.532395057356703","1"
"KIFC2"," 2","93","  8","248","0.881432743834035","1"
"KIR2DL1"," 7","88"," 16","240","0.893818143529369","1"
"KIR2DL3"," 5","90","  6","250","0.293724357263609","1"
"KIR2DL4"," 1","94","  9","247","0.383611962248682","1"
"KIR2DS4"," 1","94","  3","253","0.999999999999992","1"
"KIR3DL1"," 4","91","  9","247","0.999999999999999","1"
"KIR3DL2"," 5","90"," 16","240","0.925838559591997","1"
"KIR3DL3"," 2","93"," 13","243","0.354191511198872","1"
"KIR3DX1"," 6","89","  8","248","0.293588596357504","1"
"KIRREL"," 1","94","  3","253","0.999999999999992","1"
"KIRREL2"," 5","90"," 14","242","1","1"
"KIRREL3"," 1","94","  7","249","0.592298080633525","1"
"KIT"," 5","90"," 12","244","0.999999999999997","1"
"KIZ"," 2","93","  5","251","1","1"
"KL"," 1","94","  7","249","0.592298080633525","1"
"KLB"," 3","92","  7","249","0.999999999999996","1"
"KLC2"," 2","93","  0","256","0.125983856185046","1"
"KLC3"," 1","94","  3","253","0.999999999999992","1"
"KLC4"," 2","93","  4","252","0.999999999999999","1"
"KLF1"," 1","94","  1","255","1","1"
"KLF10"," 3","92","  3","253","0.416817710957982","1"
"KLF11"," 1","94","  4","252","1","1"
"KLF12"," 1","94","  6","250","0.734554681133856","1"
"KLF14"," 1","94","  1","255","1","1"
"KLF15"," 3","92","  5","251","0.78756460509902","1"
"KLF17"," 1","94","  3","253","0.999999999999992","1"
"KLF4"," 1","94","  2","254","0.999999999999992","1"
"KLF5"," 1","94","  6","250","0.734554681133856","1"
"KLF6"," 1","94","  0","256","0.605203450856607","1"
"KLF7"," 2","93","  5","251","1","1"
"KLF8"," 3","92","  2","254","0.245008904620463","1"
"KLHDC10"," 1","94","  2","254","0.999999999999992","1"
"KLHDC7A"," 1","94","  2","254","0.999999999999992","1"
"KLHDC7B"," 2","93","  1","255","0.369227083836679","1"
"KLHL1"," 8","87"," 27","229","0.696456646964839","1"
"KLHL10"," 4","91","  1","255","0.0295278869997594","1"
"KLHL12"," 2","93","  0","256","0.125983856185046","1"
"KLHL13"," 3","92","  0","256","0.0275964000478491","1"
"KLHL14"," 2","93","  6","250","0.999999999999998","1"
"KLHL15"," 1","94","  2","254","0.999999999999992","1"
"KLHL2"," 1","94","  5","251","0.908554613649432","1"
"KLHL20"," 2","93","  5","251","1","1"
"KLHL23"," 1","94","  1","255","1","1"
"KLHL24"," 2","93","  7","249","0.999999999999997","1"
"KLHL26"," 1","94","  2","254","0.999999999999992","1"
"KLHL28"," 3","92","  4","252","0.602897373489306","1"
"KLHL3"," 1","94","  2","254","0.999999999999992","1"
"KLHL30"," 1","94","  4","252","1","1"
"KLHL31"," 1","94","  4","252","1","1"
"KLHL32"," 2","93","  8","248","0.881432743834035","1"
"KLHL34"," 6","89","  2","254","0.00726548668976346","1"
"KLHL38"," 2","93","  3","253","0.881751182552064","1"
"KLHL4"," 6","89"," 27","229","0.316859467882719","1"
"KLHL40"," 2","93","  3","253","0.881751182552064","1"
"KLHL41"," 2","93","  4","252","0.999999999999999","1"
"KLHL5"," 2","93","  2","254","0.636637597230118","1"
"KLHL6"," 1","94"," 10","246","0.308414001408589","1"
"KLHL7"," 2","93","  7","249","0.999999999999997","1"
"KLK1"," 1","94","  0","256","0.605203450856607","1"
"KLK11"," 2","93","  4","252","0.999999999999999","1"
"KLK12"," 3","92","  0","256","0.0275964000478491","1"
"KLK15"," 1","94","  7","249","0.592298080633525","1"
"KLK2"," 5","90","  3","253","0.0601843139452382","1"
"KLK3"," 1","94","  3","253","0.999999999999992","1"
"KLK4"," 3","92","  3","253","0.416817710957982","1"
"KLK5"," 1","94","  5","251","0.908554613649432","1"
"KLK6"," 3","92","  2","254","0.245008904620463","1"
"KLK9"," 1","94","  1","255","1","1"
"KLKB1"," 1","94","  3","253","0.999999999999992","1"
"KLRB1"," 1","94","  2","254","0.999999999999992","1"
"KLRC1"," 3","92","  0","256","0.0275964000478491","1"
"KLRC2"," 3","92","  2","254","0.245008904620463","1"
"KLRC3"," 1","94","  2","254","0.999999999999992","1"
"KLRF1"," 2","93","  4","252","0.999999999999999","1"
"KMO"," 3","92","  3","253","0.416817710957982","1"
"KMT2A"," 7","88"," 13","243","0.573232764618429","1"
"KMT2B"," 5","90"," 10","246","0.793747200904389","1"
"KMT2C","10","85"," 34","222","0.609250824839005","1"
"KMT2D","21","74"," 60","196","0.903980033842003","1"
"KMT2E"," 4","91"," 11","245","0.999999999999998","1"
"KNCN"," 1","94","  0","256","0.605203450856607","1"
"KNDC1"," 6","89"," 12","244","0.732234778080954","1"
"KNG1"," 4","91"," 10","246","1","1"
"KNOP1"," 1","94","  3","253","0.999999999999992","1"
"KNSTRN"," 1","94","  1","255","1","1"
"KNTC1"," 2","93"," 13","243","0.354191511198872","1"
"KPNA1"," 3","92","  4","252","0.602897373489306","1"
"KPNA3"," 1","94","  3","253","0.999999999999992","1"
"KPNA4"," 1","94"," 11","245","0.247857510270415","1"
"KPNA6"," 1","94","  4","252","1","1"
"KPNB1"," 2","93","  4","252","0.999999999999999","1"
"KPRP"," 1","94","  9","247","0.383611962248682","1"
"KPTN"," 2","93","  2","254","0.636637597230118","1"
"KRAS"," 2","93","  4","252","0.999999999999999","1"
"KRBA1"," 5","90","  7","249","0.407767841074619","1"
"KRBA2"," 1","94","  4","252","1","1"
"KRI1"," 1","94","  4","252","1","1"
"KRIT1"," 1","94","  3","253","0.999999999999992","1"
"KRT1"," 2","93","  4","252","0.999999999999999","1"
"KRT12"," 4","91","  6","250","0.566675816077286","1"
"KRT16P6"," 1","94","  4","252","1","1"
"KRT17"," 1","94","  5","251","0.908554613649432","1"
"KRT18"," 1","94","  1","255","1","1"
"KRT19"," 1","94","  0","256","0.605203450856607","1"
"KRT2"," 3","92","  7","249","0.999999999999996","1"
"KRT20"," 1","94","  2","254","0.999999999999992","1"
"KRT24"," 2","93","  7","249","0.999999999999997","1"
"KRT25"," 1","94","  5","251","0.908554613649432","1"
"KRT26"," 1","94","  2","254","0.999999999999992","1"
"KRT27"," 2","93","  5","251","1","1"
"KRT31"," 2","93","  1","255","0.369227083836679","1"
"KRT33A"," 1","94","  1","255","1","1"
"KRT33B"," 1","94","  2","254","0.999999999999992","1"
"KRT34"," 1","94","  0","256","0.605203450856607","1"
"KRT36"," 1","94","  2","254","0.999999999999992","1"
"KRT37"," 3","92","  2","254","0.245008904620463","1"
"KRT38"," 1","94","  4","252","1","1"
"KRT39"," 1","94","  3","253","0.999999999999992","1"
"KRT4"," 1","94","  5","251","0.908554613649432","1"
"KRT6A"," 1","94","  5","251","0.908554613649432","1"
"KRT6B"," 1","94","  6","250","0.734554681133856","1"
"KRT6C"," 3","92","  3","253","0.416817710957982","1"
"KRT71"," 1","94","  4","252","1","1"
"KRT72"," 1","94","  3","253","0.999999999999992","1"
"KRT73"," 1","94"," 11","245","0.247857510270415","1"
"KRT75"," 2","93","  6","250","0.999999999999998","1"
"KRT76"," 3","92","  4","252","0.602897373489306","1"
"KRT78"," 1","94","  6","250","0.734554681133856","1"
"KRT79"," 2","93","  3","253","0.881751182552064","1"
"KRT8"," 1","94","  0","256","0.605203450856607","1"
"KRT81"," 3","92","  0","256","0.0275964000478491","1"
"KRT82"," 2","93","  4","252","0.999999999999999","1"
"KRT84"," 1","94","  5","251","0.908554613649432","1"
"KRT85"," 3","92","  5","251","0.78756460509902","1"
"KRT86"," 2","93","  0","256","0.125983856185046","1"
"KRT9"," 1","94","  0","256","0.605203450856607","1"
"KRTAP1-5"," 2","93","  0","256","0.125983856185046","1"
"KRTAP10-10"," 2","93","  0","256","0.125983856185046","1"
"KRTAP10-11"," 2","93","  7","249","0.999999999999997","1"
"KRTAP10-3"," 1","94","  5","251","0.908554613649432","1"
"KRTAP10-6"," 3","92","  2","254","0.245008904620463","1"
"KRTAP10-8"," 2","93","  3","253","0.881751182552064","1"
"KRTAP10-9"," 1","94","  2","254","0.999999999999992","1"
"KRTAP11-1"," 2","93","  3","253","0.881751182552064","1"
"KRTAP12-1"," 1","94","  1","255","1","1"
"KRTAP12-2"," 1","94","  0","256","0.605203450856607","1"
"KRTAP12-3"," 1","94","  0","256","0.605203450856607","1"
"KRTAP13-1"," 1","94","  8","248","0.476878026262975","1"
"KRTAP13-2"," 2","93","  2","254","0.636637597230118","1"
"KRTAP13-4"," 2","93","  5","251","1","1"
"KRTAP15-1"," 1","94","  2","254","0.999999999999992","1"
"KRTAP19-1"," 1","94","  1","255","1","1"
"KRTAP19-4"," 1","94","  4","252","1","1"
"KRTAP19-5"," 2","93","  1","255","0.369227083836679","1"
"KRTAP19-8"," 1","94","  4","252","1","1"
"KRTAP20-1"," 1","94","  0","256","0.605203450856607","1"
"KRTAP21-1"," 3","92","  3","253","0.416817710957982","1"
"KRTAP22-1"," 1","94","  0","256","0.605203450856607","1"
"KRTAP23-1"," 1","94","  0","256","0.605203450856607","1"
"KRTAP24-1"," 4","91","  4","252","0.282617602400756","1"
"KRTAP26-1"," 2","93","  5","251","1","1"
"KRTAP27-1"," 2","93","  4","252","0.999999999999999","1"
"KRTAP3-3"," 1","94","  0","256","0.605203450856607","1"
"KRTAP4-2"," 1","94","  3","253","0.999999999999992","1"
"KRTAP4-4"," 1","94","  5","251","0.908554613649432","1"
"KRTAP4-6"," 1","94","  3","253","0.999999999999992","1"
"KRTAP4-8"," 1","94","  0","256","0.605203450856607","1"
"KRTAP4-9"," 2","93","  3","253","0.881751182552064","1"
"KRTAP5-10"," 1","94","  6","250","0.734554681133856","1"
"KRTAP5-11"," 2","93","  1","255","0.369227083836679","1"
"KRTAP5-5"," 4","91","  4","252","0.282617602400756","1"
"KRTAP5-8"," 1","94","  1","255","1","1"
"KRTAP6-1"," 1","94","  1","255","1","1"
"KRTAP6-2"," 2","93","  2","254","0.636637597230118","1"
"KRTAP6-3"," 1","94","  4","252","1","1"
"KRTAP9-2"," 1","94","  1","255","1","1"
"KRTAP9-4"," 2","93","  2","254","0.636637597230118","1"
"KRTAP9-8"," 3","92","  1","255","0.108660522638231","1"
"KRTAP9-9"," 1","94","  1","255","1","1"
"KSR2"," 1","94","  8","248","0.476878026262975","1"
"KTI12"," 1","94","  2","254","0.999999999999992","1"
"KTN1"," 1","94","  6","250","0.734554681133856","1"
"KY"," 2","93","  9","247","0.742124259250047","1"
"KYNU"," 1","94","  8","248","0.476878026262975","1"
"L1CAM"," 5","90"," 10","246","0.793747200904389","1"
"L1TD1"," 1","94","  4","252","1","1"
"L3HYPDH"," 3","92","  0","256","0.0275964000478491","1"
"L3MBTL1"," 3","92","  6","250","0.961141301354855","1"
"L3MBTL2"," 1","94","  3","253","0.999999999999992","1"
"L3MBTL3"," 2","93","  8","248","0.881432743834035","1"
"L3MBTL4"," 2","93","  5","251","1","1"
"LA16c-306E5.2"," 1","94","  0","256","0.605203450856607","1"
"LACE1"," 2","93","  2","254","0.636637597230118","1"
"LACRT"," 4","91","  2","254","0.0820750576953345","1"
"LACTB"," 1","94","  1","255","1","1"
"LACTB2"," 1","94","  0","256","0.605203450856607","1"
"LAD1"," 1","94","  0","256","0.605203450856607","1"
"LAIR1"," 2","93","  6","250","0.999999999999998","1"
"LAIR2"," 2","93","  4","252","0.999999999999999","1"
"LAMA1","10","85"," 28","228","1","1"
"LAMA2","15","80"," 38","218","0.958450495984658","1"
"LAMA3"," 3","92","  9","247","0.999999999999999","1"
"LAMA4"," 7","88"," 20","236","0.999999999999999","1"
"LAMA5"," 2","93"," 14","242","0.291747473640824","1"
"LAMB1"," 6","89","  7","249","0.207493200960155","1"
"LAMB2"," 3","92","  6","250","0.961141301354855","1"
"LAMB3"," 3","92","  4","252","0.602897373489306","1"
"LAMB4"," 5","90"," 13","243","0.999999999999998","1"
"LAMC1"," 4","91"," 14","242","0.839526263804131","1"
"LAMC2"," 2","93","  7","249","0.999999999999997","1"
"LAMC3"," 2","93"," 10","246","0.620997873432888","1"
"LAMP1"," 1","94","  0","256","0.605203450856607","1"
"LAMP2"," 1","94","  3","253","0.999999999999992","1"
"LAMP3"," 2","93","  9","247","0.742124259250047","1"
"LAMP5"," 1","94","  6","250","0.734554681133856","1"
"LAMTOR3"," 1","94","  1","255","1","1"
"LANCL3"," 1","94","  1","255","1","1"
"LAPTM4B"," 2","93","  4","252","0.999999999999999","1"
"LAPTM5"," 2","93","  3","253","0.881751182552064","1"
"LARGE"," 4","91"," 11","245","0.999999999999998","1"
"LARP1"," 1","94","  3","253","0.999999999999992","1"
"LARP4"," 2","93","  5","251","1","1"
"LARP4B"," 2","93","  5","251","1","1"
"LARP6"," 1","94","  2","254","0.999999999999992","1"
"LARP7"," 1","94","  5","251","0.908554613649432","1"
"LARS"," 1","94","  5","251","0.908554613649432","1"
"LAS1L"," 3","92","  6","250","0.961141301354855","1"
"LASP1"," 1","94","  0","256","0.605203450856607","1"
"LATS1"," 2","93"," 18","238","0.131106290084996","1"
"LATS2"," 2","93","  5","251","1","1"
"LAX1"," 3","92","  1","255","0.108660522638231","1"
"LAYN"," 1","94","  1","255","1","1"
"LBP"," 1","94","  4","252","1","1"
"LBX1"," 1","94","  3","253","0.999999999999992","1"
"LCA5"," 1","94","  4","252","1","1"
"LCA5L"," 1","94","  3","253","0.999999999999992","1"
"LCE1A"," 1","94","  1","255","1","1"
"LCE1B"," 1","94","  0","256","0.605203450856607","1"
"LCE1C"," 1","94","  8","248","0.476878026262975","1"
"LCE1D"," 1","94","  2","254","0.999999999999992","1"
"LCE2A"," 2","93","  2","254","0.636637597230118","1"
"LCE2B"," 1","94","  5","251","0.908554613649432","1"
"LCE2C"," 4","91","  2","254","0.0820750576953345","1"
"LCE2D"," 1","94","  5","251","0.908554613649432","1"
"LCE3A"," 1","94","  0","256","0.605203450856607","1"
"LCE3C"," 1","94","  0","256","0.605203450856607","1"
"LCE3D"," 4","91","  1","255","0.0295278869997594","1"
"LCK"," 1","94","  5","251","0.908554613649432","1"
"LCLAT1"," 1","94","  5","251","0.908554613649432","1"
"LCN15"," 1","94","  0","256","0.605203450856607","1"
"LCN2"," 1","94","  3","253","0.999999999999992","1"
"LCN6"," 1","94","  1","255","1","1"
"LCN8"," 1","94","  1","255","1","1"
"LCOR"," 2","93","  1","255","0.369227083836679","1"
"LCORL"," 1","94","  2","254","0.999999999999992","1"
"LCP1"," 3","92","  8","248","0.999999999999997","1"
"LCP2"," 1","94","  1","255","1","1"
"LCT"," 5","90"," 32","224","0.0773906429302781","1"
"LCTL"," 3","92","  5","251","0.78756460509902","1"
