"","female_1","female_0","male_1","male_0","p_value","adjusted_p_value"
"AIDA","  1","168","  2","276","0.999999999999999","1"
"AIF1","  2","167","  7","271","0.530748471454201","1"
"AIF1L","  1","168","  1","277","1","1"
"AIFM1","  5","164","  1","277","0.0585578342193634","0.721981823782294"
"AIFM3","  3","166"," 12","266","0.239607074950008","0.949148852110599"
"AIM1","  8","161"," 31","247","0.030884653267783","0.641621884451483"
"AIM1L","  6","163"," 17","261","0.332313976011","0.987943793141786"
"AIM2","  2","167"," 10","268","0.218986051780858","0.918488975969745"
"AIMP1","  2","167","  2","276","1","1"
"AIMP2","  3","166","  4","274","1","1"
"AIP","  1","168","  6","272","0.367718773581616","1"
"AIPL1","  6","163","  8","270","0.907744835795785","1"
"AIRE","  4","165"," 12","266","0.415983397805185","1"
"AJ271736.1","  1","168","  3","275","0.989831728180177","1"
"AJAP1","  1","168"," 16","262","0.0119802133650295","0.556152871517475"
"AK1","  1","168","  2","276","0.999999999999999","1"
"AK2","  1","168","  5","273","0.514815337354971","1"
"AK4","  1","168","  2","276","0.999999999999999","1"
"AK5","  3","166"," 19","259","0.0298302973950501","0.641621884451483"
"AK7","  6","163"," 20","258","0.165215236392495","0.883477940569606"
"AK8","  1","168","  6","272","0.367718773581616","1"
"AK9","  6","163"," 23","255","0.0770810889064555","0.757847640476094"
"AKAP1","  7","162","  9","269","0.812903836356705","1"
"AKAP10","  1","168","  3","275","0.989831728180177","1"
"AKAP11","  1","168"," 17","261","0.00847925110504914","0.505298650951545"
"AKAP12","  2","167","  7","271","0.530748471454201","1"
"AKAP13","  9","160"," 17","261","0.890623177362622","1"
"AKAP14","  3","166","  3","275","0.844406085463843","1"
"AKAP17A","  3","166","  4","274","1","1"
"AKAP3","  9","160"," 21","257","0.472656856469046","1"
"AKAP4"," 12","157"," 10","268","0.151303500226957","0.863423063071204"
"AKAP6","  8","161"," 43","235","0.000939857324219205","0.340724879765053"
"AKAP7","  1","168","  4","274","0.717302983522395","1"
"AKAP8","  1","168","  6","272","0.367718773581616","1"
"AKAP8L","  1","168","  6","272","0.367718773581616","1"
"AKAP9"," 13","156"," 34","244","0.174561444320655","0.883477940569606"
"AKNA","  2","167"," 18","260","0.0169369606081133","0.568788007759108"
"AKNAD1","  4","165"," 13","265","0.325684207270223","0.987943793141786"
"AKR1A1","  1","168","  7","271","0.261990128632664","0.949148852110599"
"AKR1B10","  2","167"," 16","262","0.032663469185086","0.641621884451483"
"AKR1B15","  2","167","  9","269","0.296308464224681","0.949148852110599"
"AKR1C1","  1","168","  3","275","0.989831728180177","1"
"AKR1C2","  4","165","  6","272","1","1"
"AKR1C3","  4","165"," 16","262","0.14861115899602","0.848815341542669"
"AKR1C4","  7","162"," 14","264","0.839412432110929","1"
"AKR1C8P","  6","163"," 16","262","0.412440271601465","1"
"AKR1D1"," 13","156"," 23","255","0.96833736331167","1"
"AKR1E2","  1","168","  4","274","0.717302983522395","1"
"AKR7A2","  1","168","  3","275","0.989831728180177","1"
"AKR7A3","  3","166","  6","272","0.999999999999998","1"
"AKT1S1","  2","167","  3","275","1","1"
"AKT2","  5","164","  6","272","0.829929426442624","1"
"AKT3","  3","166","  6","272","0.999999999999998","1"
"AL078471.5"," 21","148"," 37","241","0.901033126845914","1"
"AL132709.6","  1","168","  3","275","0.989831728180177","1"
"AL161651.1","  6","163"," 10","268","0.999999999999997","1"
"AL391261.1","  3","166"," 12","266","0.239607074950008","0.949148852110599"
"AL589843.1","  2","167","  6","272","0.699518850960407","1"
"AL589931.1","  3","166","  3","275","0.844406085463843","1"
"AL591893.1","  3","166","  6","272","0.999999999999998","1"
"AL645922.1","  2","167","  3","275","1","1"
"ALAD","  1","168","  6","272","0.367718773581616","1"
"ALAS1","  2","167","  1","277","0.662131620517469","1"
"ALAS2","  4","165","  4","274","0.726519091494007","1"
"ALB","  9","160"," 24","254","0.266863815245282","0.949148852110599"
"ALCAM","  6","163"," 11","267","0.999999999999996","1"
"ALDH16A1","  2","167","  6","272","0.699518850960407","1"
"ALDH18A1","  4","165","  7","271","0.999999999999997","1"
"ALDH1A2","  6","163"," 15","263","0.506930961603421","1"
"ALDH1A3","  1","168","  3","275","0.989831728180177","1"
"ALDH1B1","  6","163","  8","270","0.907744835795785","1"
"ALDH1L1","  5","164"," 15","263","0.330729705849002","0.987943793141786"
"ALDH1L2","  3","166","  7","271","0.853088879204452","1"
"ALDH2","  2","167","  5","273","0.908349341118826","1"
"ALDH3A1","  6","163"," 15","263","0.506930961603421","1"
"ALDH3A2","  1","168","  4","274","0.717302983522395","1"
"ALDH3B2","  2","167"," 12","266","0.117790639195719","0.806715694828861"
"ALDH4A1","  1","168","  4","274","0.717302983522395","1"
"ALDH5A1","  3","166"," 14","264","0.135488266223209","0.806715694828861"
"ALDH6A1","  2","167","  5","273","0.908349341118826","1"
"ALDH7A1","  2","167","  9","269","0.296308464224681","0.949148852110599"
"ALDH8A1","  1","168","  9","269","0.132504078985264","0.806715694828861"
"ALDOB","  5","164"," 14","264","0.415675632008957","1"
"ALDOC","  2","167","  2","276","1","1"
"ALG1","  3","166","  3","275","0.844406085463843","1"
"ALG10","  4","165"," 11","267","0.525863630332","1"
"ALG10B","  3","166"," 10","268","0.411442908611441","1"
"ALG11","  1","168","  4","274","0.717302983522395","1"
"ALG13","  9","160","  5","273","0.0725133219229669","0.757847640476094"
"ALG14","  3","166","  4","274","1","1"
"ALG1L","  1","168","  4","274","0.717302983522395","1"
"ALG1L2","  2","167","  2","276","1","1"
"ALG3","  1","168","  7","271","0.261990128632664","0.949148852110599"
"ALG5","  1","168","  3","275","0.989831728180177","1"
"ALG6","  2","167","  2","276","1","1"
"ALG8","  3","166","  3","275","0.844406085463843","1"
"ALG9","  1","168","  3","275","0.989831728180177","1"
"ALK"," 10","159"," 34","244","0.0445489825498294","0.685742481328244"
"ALKBH1","  2","167","  6","272","0.699518850960407","1"
"ALKBH3","  2","167","  6","272","0.699518850960407","1"
"ALKBH4","  1","168","  4","274","0.717302983522395","1"
"ALKBH6","  2","167","  2","276","1","1"
"ALKBH7","  1","168","  1","277","1","1"
"ALKBH8","  1","168","  2","276","0.999999999999999","1"
"ALLC","  3","166"," 12","266","0.239607074950008","0.949148852110599"
"ALMS1"," 19","150"," 39","239","0.480870923548253","1"
"ALMS1P","  2","167","  3","275","1","1"
"ALOX12","  3","166","  6","272","0.999999999999998","1"
"ALOX12B","  2","167"," 21","257","0.00622786545178466","0.478338428456524"
"ALOX15","  6","163"," 14","264","0.61648674666399","1"
"ALOX15B","  5","164"," 14","264","0.415675632008957","1"
"ALOX5","  5","164"," 16","262","0.260757305638382","0.949148852110599"
"ALOX5AP","  1","168","  1","277","1","1"
"ALOXE3","  4","165"," 17","261","0.11283417710508","0.806715694828861"
"ALPI","  3","166"," 11","267","0.315323055617518","0.977353958805452"
"ALPK1","  5","164"," 19","259","0.121981153836624","0.806715694828861"
"ALPK2"," 19","150"," 61","217","0.0062487220538455","0.478338428456524"
"ALPK3"," 12","157"," 29","249","0.310487176055975","0.977353958805452"
"ALPL","  7","162"," 12","266","0.999999999999996","1"
"ALPP","  6","163"," 10","268","0.999999999999997","1"
"ALPPL2","  4","165"," 15","263","0.194477478758766","0.883477940569606"
"ALS2","  4","165"," 18","260","0.0851734487769496","0.757847640476094"
"ALS2CL","  2","167"," 10","268","0.218986051780858","0.918488975969745"
"ALS2CR11","  7","162","  6","272","0.357546747094453","1"
"ALS2CR12","  5","164","  3","275","0.277704988345572","0.949148852110599"
"ALX4","  1","168","  5","273","0.514815337354971","1"
"ALYREF","  1","168","  1","277","1","1"
"AMBN","  4","165"," 18","260","0.0851734487769496","0.757847640476094"
"AMBP","  1","168"," 10","268","0.0941365412071712","0.757847640476094"
"AMBRA1","  8","161"," 22","256","0.267868134368567","0.949148852110599"
"AMD1","  2","167","  2","276","1","1"
"AMDHD1","  1","168","  8","270","0.186398733431085","0.883477940569606"
"AMDHD2","  1","168","  5","273","0.514815337354971","1"
"AMELX","  6","163","  6","272","0.561105388136041","1"
"AMER1"," 14","155"," 15","263","0.31527979420103","0.977353958805452"
"AMER2","  2","167","  9","269","0.296308464224681","0.949148852110599"
"AMER3","  9","160"," 34","244","0.0253955925708654","0.630935582871782"
"AMFR","  6","163"," 11","267","0.999999999999996","1"
"AMHR2","  9","160"," 12","266","0.796149274111663","1"
"AMICA1","  6","163"," 13","265","0.74106296473811","1"
"AMIGO1","  3","166","  7","271","0.853088879204452","1"
"AMIGO2","  4","165"," 19","259","0.06395404726124","0.721981823782294"
"AMIGO3","  2","167","  2","276","1","1"
"AMMECR1","  3","166","  1","277","0.306295342264503","0.967317341596016"
"AMMECR1L","  1","168","  2","276","0.999999999999999","1"
"AMOT","  8","161","  5","273","0.133480086022381","0.806715694828861"
"AMOTL2","  3","166","  5","273","0.999999999999998","1"
"AMPD1"," 11","158"," 28","250","0.2620266647231","0.949148852110599"
"AMPD2","  2","167","  7","271","0.530748471454201","1"
"AMPD3","  8","161"," 19","259","0.484337405457785","1"
"AMPH","  4","165"," 22","256","0.0263355021059212","0.630935582871782"
"AMT","  2","167","  5","273","0.908349341118826","1"
"AMTN","  4","165"," 10","268","0.65695881885658","1"
"AMY1A","  1","168","  6","272","0.367718773581616","1"
"AMY1B","  1","168","  3","275","0.989831728180177","1"
"AMY1C","  7","162"," 13","265","0.976843610253101","1"
"AMY2A","  6","163"," 25","253","0.0450351780886597","0.685742481328244"
"AMY2B","  4","165","  9","269","0.809641829012585","1"
"AMZ1","  6","163","  8","270","0.907744835795785","1"
"AMZ2","  1","168","  1","277","1","1"
"AMZ2P1","  1","168","  2","276","0.999999999999999","1"
"ANAPC1"," 11","158"," 21","257","0.820875595457212","1"
"ANAPC10","  1","168","  1","277","1","1"
"ANAPC1P1"," 10","159"," 17","261","0.999999999999995","1"
"ANAPC2","  2","167"," 12","266","0.117790639195719","0.806715694828861"
"ANAPC4","  1","168","  9","269","0.132504078985264","0.806715694828861"
"ANAPC5","  1","168"," 14","264","0.0238682893286376","0.601055453683411"
"ANAPC7","  3","166","  6","272","0.999999999999998","1"
"ANG","  1","168","  6","272","0.367718773581616","1"
"ANGEL1","  3","166"," 16","262","0.0749210651940652","0.757847640476094"
"ANGEL2","  1","168","  3","275","0.989831728180177","1"
"ANGPT1","  9","160"," 40","238","0.00483265772331156","0.45544833659058"
"ANGPT4","  4","165"," 14","264","0.252683629677218","0.949148852110599"
"ANGPTL1","  3","166"," 10","268","0.411442908611441","1"
"ANGPTL4","  3","166","  7","271","0.853088879204452","1"
"ANGPTL5","  2","167"," 17","261","0.02354659399249","0.601055453683411"
"ANK1"," 18","151"," 39","239","0.372383500103656","1"
"ANK2"," 14","155"," 44","234","0.0310627597245299","0.641621884451483"
"ANK3"," 44","125","113","165","0.00239719377689504","0.442538865253045"
"ANKAR","  4","165"," 15","263","0.194477478758766","0.883477940569606"
"ANKDD1A","  2","167","  8","270","0.398256320216477","1"
"ANKEF1","  5","164"," 21","257","0.0711551857215437","0.753264869671482"
"ANKFN1"," 13","156"," 24","254","0.862619937602382","1"
"ANKH","  4","165"," 11","267","0.525863630332","1"
"ANKHD1-EIF4EBP3"," 11","158"," 21","257","0.820875595457212","1"
"ANKIB1","  5","164"," 10","268","0.926144913849816","1"
"ANKK1","  3","166"," 13","265","0.180748220410221","0.883477940569606"
"ANKLE1","  3","166","  7","271","0.853088879204452","1"
"ANKLE2","  2","167","  3","275","1","1"
"ANKMY1","  2","167"," 10","268","0.218986051780858","0.918488975969745"
"ANKMY2","  2","167","  5","273","0.908349341118826","1"
"ANKRA2","  3","166","  3","275","0.844406085463843","1"
"ANKRD10","  1","168","  3","275","0.989831728180177","1"
"ANKRD11","  5","164"," 30","248","0.00499054599102879","0.45544833659058"
"ANKRD12","  8","161"," 19","259","0.484337405457785","1"
"ANKRD13C","  5","164","  7","271","1","1"
"ANKRD13D","  1","168","  2","276","0.999999999999999","1"
"ANKRD17","  7","162"," 12","266","0.999999999999996","1"
"ANKRD18A","  4","165","  6","272","1","1"
"ANKRD2","  2","167","  3","275","1","1"
"ANKRD20A1","  2","167","  5","273","0.908349341118826","1"
"ANKRD20A11P","  5","164"," 11","267","0.773068202877066","1"
"ANKRD20A4","  5","164","  6","272","0.829929426442624","1"
"ANKRD20A5P","  1","168","  3","275","0.989831728180177","1"
"ANKRD20A8P"," 12","157"," 30","248","0.258609833169453","0.949148852110599"
"ANKRD20A9P","  9","160"," 38","240","0.00854700018524264","0.505298650951545"
"ANKRD22","  1","168"," 11","267","0.0668464323856905","0.722824428847335"
"ANKRD23","  1","168","  1","277","1","1"
"ANKRD24","  6","163"," 14","264","0.61648674666399","1"
"ANKRD26","  4","165"," 11","267","0.525863630332","1"
"ANKRD27","  2","167","  6","272","0.699518850960407","1"
"ANKRD28","  2","167","  6","272","0.699518850960407","1"
"ANKRD29","  2","167","  7","271","0.530748471454201","1"
"ANKRD30A"," 26","143"," 75","203","0.00641984550786325","0.487151776049085"
"ANKRD30B","  9","160"," 15","263","0.999999999999996","1"
"ANKRD30BL","  1","168","  2","276","0.999999999999999","1"
"ANKRD30BP2","  1","168","  4","274","0.717302983522395","1"
"ANKRD32","  5","164","  4","274","0.446045613889105","1"
"ANKRD33","  6","163"," 13","265","0.74106296473811","1"
"ANKRD34B","  5","164"," 13","265","0.517188578783122","1"
"ANKRD35","  6","163"," 21","257","0.128958671617741","0.806715694828861"
"ANKRD36","  1","168","  6","272","0.367718773581616","1"
"ANKRD36BP2","  1","168","  7","271","0.261990128632664","0.949148852110599"
"ANKRD36C","  2","167","  6","272","0.699518850960407","1"
"ANKRD40","  1","168","  3","275","0.989831728180177","1"
"ANKRD42","  3","166","  3","275","0.844406085463843","1"
"ANKRD44","  3","166","  9","269","0.531477381891113","1"
"ANKRD45","  4","165"," 18","260","0.0851734487769496","0.757847640476094"
"ANKRD49","  2","167","  1","277","0.662131620517469","1"
"ANKRD50","  5","164"," 11","267","0.773068202877066","1"
"ANKRD52","  1","168","  2","276","0.999999999999999","1"
"ANKRD53","  2","167","  3","275","1","1"
"ANKRD54","  3","166","  4","274","1","1"
"ANKRD55","  3","166","  7","271","0.853088879204452","1"
"ANKRD7","  1","168","  7","271","0.261990128632664","0.949148852110599"
"ANKRD9","  1","168","  0","278","0.801257783137453","1"
"ANKS1A","  3","166"," 10","268","0.411442908611441","1"
"ANKS1B"," 15","154"," 24","254","0.999999999999998","1"
"ANKS4B","  5","164"," 15","263","0.330729705849002","0.987943793141786"
"ANKS6","  1","168","  8","270","0.186398733431085","0.883477940569606"
"ANKZF1","  3","166","  6","272","0.999999999999998","1"
"ANLN","  3","166"," 17","261","0.0553315072007901","0.721981823782294"
"ANO1","  3","166"," 21","257","0.0158662978305714","0.568788007759108"
"ANO10","  4","165","  3","275","0.502530829071555","1"
"ANO2","  9","160"," 41","237","0.00361228742764164","0.442538865253045"
"ANO3","  9","160"," 28","250","0.112051729572954","0.806715694828861"
"ANO4"," 15","154"," 60","218","0.000791506977053026","0.323771252304065"
"ANO5","  5","164"," 27","251","0.0125413870471316","0.556513188738075"
"ANO6","  1","168","  3","275","0.989831728180177","1"
"ANO8","  3","166","  4","274","1","1"
"ANO9","  3","166"," 10","268","0.411442908611441","1"
"ANP32AP1","  4","165"," 11","267","0.525863630332","1"
"ANP32D","  2","167","  8","270","0.398256320216477","1"
"ANPEP","  5","164"," 30","248","0.00499054599102879","0.45544833659058"
"ANTXR1","  3","166"," 12","266","0.239607074950008","0.949148852110599"
"ANTXR2","  1","168","  8","270","0.186398733431085","0.883477940569606"
"ANXA1","  1","168","  9","269","0.132504078985264","0.806715694828861"
"ANXA10","  2","167"," 17","261","0.02354659399249","0.601055453683411"
"ANXA11","  3","166","  4","274","1","1"
"ANXA13","  5","164","  9","269","0.999999999999997","1"
"ANXA2","  2","167","  0","278","0.276975847011195","0.949148852110599"
"ANXA2P3","  7","162"," 14","264","0.839412432110929","1"
"ANXA3","  1","168","  6","272","0.367718773581616","1"
"ANXA4","  2","167","  1","277","0.662131620517469","1"
"ANXA6","  1","168","  6","272","0.367718773581616","1"
"ANXA7","  1","168","  3","275","0.989831728180177","1"
"ANXA8","  6","163","  6","272","0.561105388136041","1"
"ANXA8L1","  1","168","  2","276","0.999999999999999","1"
"ANXA9","  2","167","  9","269","0.296308464224681","0.949148852110599"
"AOAH"," 11","158"," 29","249","0.215693739076672","0.918488975969745"
"AOC1","  7","162"," 29","249","0.0284975702475525","0.641621884451483"
"AOC2","  2","167"," 12","266","0.117790639195719","0.806715694828861"
"AOC3","  5","164"," 20","258","0.0934350185285013","0.757847640476094"
"AOC4P"," 10","159"," 17","261","0.999999999999995","1"
"AOX1"," 11","158"," 27","251","0.316025515230506","0.978268769073457"
"AP000304.12","  1","168","  2","276","0.999999999999999","1"
"AP000349.2","  1","168","  1","277","1","1"
"AP1B1","  6","163"," 10","268","0.999999999999997","1"
"AP1G1","  1","168","  7","271","0.261990128632664","0.949148852110599"
