"","female_1","female_0","male_1","male_0","p_value","adjusted_p_value"
"SLC6A15"," 6","101"," 7","164","0.771959779447237","1"
"SLC6A16"," 4","103"," 2","169","0.312518692037205","1"
"SLC6A17"," 1","106"," 4","167","0.693814107308467","1"
"SLC6A18"," 2","105"," 1","170","0.680353679627556","1"
"SLC6A19"," 2","105"," 3","168","0.999999999999997","1"
"SLC6A2"," 5","102"," 4","167","0.470610920420767","1"
"SLC6A20"," 2","105"," 1","170","0.680353679627556","1"
"SLC6A3"," 2","105"," 2","169","0.999999999999998","1"
"SLC6A4"," 3","104"," 2","169","0.593473499958091","1"
"SLC6A5"," 4","103"," 1","170","0.143932341229931","1"
"SLC6A6"," 2","105"," 4","167","1","1"
"SLC6A7"," 5","102"," 1","170","0.0631423104346593","1"
"SLC6A8"," 2","105"," 0","171","0.286865559264561","1"
"SLC6A9"," 7","100"," 3","168","0.0792901227281461","1"
"SLC7A1"," 4","103"," 2","169","0.312518692037205","1"
"SLC7A10"," 1","106"," 3","168","0.967330798322832","1"
"SLC7A11"," 3","104"," 1","170","0.320164865085647","1"
"SLC7A13"," 6","101"," 2","169","0.0742730361279885","1"
"SLC7A14"," 5","102"," 5","166","0.666492643123929","1"
"SLC7A2"," 6","101"," 1","170","0.0272817440165634","1"
"SLC7A3"," 3","104"," 2","169","0.593473499958091","1"
"SLC7A4"," 6","101"," 4","167","0.274440673629528","1"
"SLC7A5"," 3","104"," 2","169","0.593473499958091","1"
"SLC7A5P1"," 1","106"," 0","171","0.812659244996201","1"
"SLC7A6"," 3","104"," 0","171","0.108492141381498","1"
"SLC7A6OS"," 2","105"," 2","169","0.999999999999998","1"
"SLC7A7"," 2","105"," 0","171","0.286865559264561","1"
"SLC7A8"," 1","106"," 3","168","0.967330798322832","1"
"SLC7A9"," 1","106"," 1","170","0.999999999999998","1"
"SLC8A1"," 9"," 98"," 4","167","0.0412222916758063","1"
"SLC8A2"," 7","100"," 4","167","0.151881563145337","1"
"SLC8A3"," 5","102"," 7","164","0.999999999999996","1"
"SLC8B1"," 2","105"," 3","168","0.999999999999997","1"
"SLC9A1"," 4","103"," 4","167","0.756327580501328","1"
"SLC9A2"," 3","104"," 1","170","0.320164865085647","1"
"SLC9A3"," 2","105"," 3","168","0.999999999999997","1"
"SLC9A3R2"," 1","106"," 0","171","0.812659244996201","1"
"SLC9A4"," 6","101"," 4","167","0.274440673629528","1"
"SLC9A5"," 2","105"," 2","169","0.999999999999998","1"
"SLC9A6"," 2","105"," 2","169","0.999999999999998","1"
"SLC9A7"," 4","103"," 0","171","0.0424384823215139","1"
"SLC9A7P1"," 3","104"," 3","168","0.871530895456888","1"
"SLC9A8"," 2","105"," 4","167","1","1"
"SLC9A9"," 1","106"," 3","168","0.967330798322832","1"
"SLC9B1"," 6","101"," 3","168","0.156214349402009","1"
"SLC9B2"," 3","104"," 2","169","0.593473499958091","1"
"SLC9C1"," 6","101"," 3","168","0.156214349402009","1"
"SLC9C2","12"," 95"," 5","166","0.010772876705797","1"
"SLCO1A2"," 2","105"," 0","171","0.286865559264561","1"
"SLCO1B1"," 3","104"," 5","166","0.999999999999999","1"
"SLCO1B3"," 3","104"," 4","167","0.999999999999997","1"
"SLCO1B7"," 1","106"," 1","170","0.999999999999998","1"
"SLCO1C1"," 4","103"," 2","169","0.312518692037205","1"
"SLCO2A1"," 2","105"," 1","170","0.680353679627556","1"
"SLCO2B1"," 5","102"," 1","170","0.0631423104346593","1"
"SLCO3A1"," 8"," 99"," 7","164","0.346193434216405","1"
"SLCO4A1"," 3","104"," 2","169","0.593473499958091","1"
"SLCO4C1"," 2","105"," 4","167","1","1"
"SLCO5A1","10"," 97","11","160","0.508562525288297","1"
"SLCO6A1"," 5","102"," 6","165","0.866338712001005","1"
"SLFN11"," 3","104"," 2","169","0.593473499958091","1"
"SLFN12"," 1","106"," 1","170","0.999999999999998","1"
"SLFN12L"," 1","106"," 2","169","0.999999999999989","1"
"SLFN13"," 6","101"," 3","168","0.156214349402009","1"
"SLFN5"," 7","100"," 5","166","0.253851274561557","1"
"SLFNL1"," 3","104"," 2","169","0.593473499958091","1"
"SLIT1"," 5","102"," 4","167","0.470610920420767","1"
"SLIT2","14"," 93"," 9","162","0.0375705232857944","1"
"SLIT3"," 7","100"," 6","165","0.382315802619587","1"
"SLITRK1","12"," 95","11","160","0.236170747448357","1"
"SLITRK2","12"," 95"," 7","164","0.0408244864203836","1"
"SLITRK3"," 2","105"," 4","167","1","1"
"SLITRK4"," 5","102"," 6","165","0.866338712001005","1"
"SLITRK5","12"," 95","12","159","0.320697283418354","1"
"SLITRK6"," 6","101"," 9","162","1","1"
"SLK"," 3","104"," 1","170","0.320164865085647","1"
"SLMAP"," 2","105"," 4","167","1","1"
"SLMO2"," 1","106"," 1","170","0.999999999999998","1"
"SLPI"," 1","106"," 0","171","0.812659244996201","1"
"SLTM"," 7","100"," 4","167","0.151881563145337","1"
"SLU7"," 5","102"," 2","169","0.155403873458458","1"
"SLURP1"," 1","106"," 0","171","0.812659244996201","1"
"SLX1A"," 1","106"," 1","170","0.999999999999998","1"
"SLX4","11"," 96"," 4","167","0.00991669150738557","1"
"SLX4IP"," 1","106"," 1","170","0.999999999999998","1"
"SMAD1"," 1","106"," 2","169","0.999999999999989","1"
"SMAD2"," 2","105"," 3","168","0.999999999999997","1"
"SMAD3"," 6","101"," 3","168","0.156214349402009","1"
"SMAD4","10"," 97","14","157","0.908248671936421","1"
"SMAD5"," 2","105"," 0","171","0.286865559264561","1"
"SMAD6"," 1","106"," 1","170","0.999999999999998","1"
"SMAD7"," 3","104"," 2","169","0.593473499958091","1"
"SMAD9"," 6","101"," 8","163","0.949883313021567","1"
"SMAP1"," 2","105"," 2","169","0.999999999999998","1"
"SMAP2"," 5","102"," 2","169","0.155403873458458","1"
"SMARCA1"," 4","103"," 1","170","0.143932341229931","1"
"SMARCA2","10"," 97"," 9","162","0.285367325025972","1"
"SMARCA4","11"," 96"," 8","163","0.119512298508445","1"
"SMARCA5"," 1","106"," 2","169","0.999999999999989","1"
"SMARCAD1"," 3","104"," 3","168","0.871530895456888","1"
"SMARCAL1"," 6","101"," 6","165","0.592979145315639","1"
"SMARCB1"," 3","104"," 2","169","0.593473499958091","1"
"SMARCC1"," 4","103"," 4","167","0.756327580501328","1"
"SMARCC2"," 9"," 98"," 3","168","0.0185682786647973","1"
"SMARCD2"," 3","104"," 5","166","0.999999999999999","1"
"SMARCD3"," 1","106"," 3","168","0.967330798322832","1"
"SMARCE1"," 2","105"," 3","168","0.999999999999997","1"
"SMC1A"," 4","103"," 0","171","0.0424384823215139","1"
"SMC1B"," 4","103"," 8","163","0.942604222483727","1"
"SMC2","13"," 94"," 7","164","0.0219744665097852","1"
"SMC3"," 7","100"," 3","168","0.0792901227281461","1"
"SMC4"," 5","102"," 8","163","0.999999999999998","1"
"SMC5"," 3","104"," 6","165","0.999999999999996","1"
"SMC6"," 6","101"," 4","167","0.274440673629528","1"
"SMCHD1"," 3","104"," 2","169","0.593473499958091","1"
"SMCO1"," 1","106"," 1","170","0.999999999999998","1"
"SMCO3"," 2","105"," 1","170","0.680353679627556","1"
"SMCP"," 1","106"," 1","170","0.999999999999998","1"
"SMCR8"," 3","104"," 5","166","0.999999999999999","1"
"SMEK1"," 2","105"," 5","166","0.878536797268131","1"
"SMEK2"," 1","106"," 0","171","0.812659244996201","1"
"SMG1"," 5","102"," 5","166","0.666492643123929","1"
"SMG1P4"," 1","106"," 0","171","0.812659244996201","1"
"SMG1P5"," 1","106"," 0","171","0.812659244996201","1"
"SMG1P7"," 1","106"," 0","171","0.812659244996201","1"
"SMG5"," 7","100"," 4","167","0.151881563145337","1"
"SMG6"," 9"," 98"," 4","167","0.0412222916758063","1"
"SMG7"," 3","104"," 4","167","0.999999999999997","1"
"SMG8"," 3","104"," 4","167","0.999999999999997","1"
"SMG9"," 2","105"," 1","170","0.680353679627556","1"
"SMIM12"," 1","106"," 2","169","0.999999999999989","1"
"SMIM15"," 2","105"," 0","171","0.286865559264561","1"
"SMIM21"," 1","106"," 0","171","0.812659244996201","1"
"SMIM8"," 1","106"," 0","171","0.812659244996201","1"
"SMNDC1"," 2","105"," 1","170","0.680353679627556","1"
"SMO"," 6","101"," 3","168","0.156214349402009","1"
"SMOC1"," 2","105"," 2","169","0.999999999999998","1"
"SMOC2"," 4","103"," 3","168","0.52612126455169","1"
"SMOX"," 6","101"," 3","168","0.156214349402009","1"
"SMPD1"," 2","105"," 3","168","0.999999999999997","1"
"SMPD2"," 2","105"," 1","170","0.680353679627556","1"
"SMPD3"," 4","103"," 1","170","0.143932341229931","1"
"SMPD4"," 4","103"," 2","169","0.312518692037205","1"
"SMPDL3B"," 1","106"," 3","168","0.967330798322832","1"
"SMR3A"," 2","105"," 0","171","0.286865559264561","1"
"SMR3B"," 1","106"," 1","170","0.999999999999998","1"
"SMS"," 3","104"," 1","170","0.320164865085647","1"
"SMTN"," 1","106"," 7","164","0.244296807802006","1"
"SMTNL1"," 1","106"," 1","170","0.999999999999998","1"
"SMTNL2"," 1","106"," 2","169","0.999999999999989","1"
"SMU1"," 4","103"," 0","171","0.0424384823215139","1"
"SMURF1"," 3","104"," 3","168","0.871530895456888","1"
"SMURF2"," 8"," 99"," 4","167","0.0805392474924275","1"
"SMYD1"," 6","101"," 2","169","0.0742730361279885","1"
"SMYD2"," 2","105"," 1","170","0.680353679627556","1"
"SMYD3"," 2","105"," 1","170","0.680353679627556","1"
"SMYD4"," 1","106"," 4","167","0.693814107308467","1"
"SMYD5"," 1","106"," 2","169","0.999999999999989","1"
"SNAI1"," 1","106"," 3","168","0.967330798322832","1"
"SNAI2"," 4","103"," 5","166","0.980013824497191","1"
"SNAI3"," 3","104"," 2","169","0.593473499958091","1"
"SNAP25"," 1","106"," 1","170","0.999999999999998","1"
"SNAP29"," 1","106"," 1","170","0.999999999999998","1"
"SNAP47"," 2","105"," 3","168","0.999999999999997","1"
"SNAP91"," 6","101"," 1","170","0.0272817440165634","1"
"SNAPC1"," 6","101"," 1","170","0.0272817440165634","1"
"SNAPC2"," 5","102"," 1","170","0.0631423104346593","1"
"SNAPC3"," 2","105"," 2","169","0.999999999999998","1"
"SNAPC4"," 5","102"," 5","166","0.666492643123929","1"
"SNAPC5P1"," 1","106"," 0","171","0.812659244996201","1"
"SNCAIP"," 7","100"," 2","169","0.0344851247919626","1"
"SND1"," 7","100"," 3","168","0.0792901227281461","1"
"SNED1"," 4","103"," 3","168","0.52612126455169","1"
"SNF8"," 1","106"," 1","170","0.999999999999998","1"
"SNIP1"," 2","105"," 1","170","0.680353679627556","1"
"SNORA15"," 4","103"," 1","170","0.143932341229931","1"
"SNORA22"," 1","106"," 0","171","0.812659244996201","1"
"SNORA26"," 1","106"," 1","170","0.999999999999998","1"
"SNORA51"," 2","105"," 0","171","0.286865559264561","1"
"SNORA71B"," 1","106"," 1","170","0.999999999999998","1"
"SNORD107"," 1","106"," 0","171","0.812659244996201","1"
"SNORD109A"," 1","106"," 0","171","0.812659244996201","1"
"SNORD114-1"," 1","106"," 0","171","0.812659244996201","1"
"SNORD114-15"," 1","106"," 1","170","0.999999999999998","1"
"SNORD114-16"," 1","106"," 0","171","0.812659244996201","1"
"SNORD114-19"," 1","106"," 0","171","0.812659244996201","1"
"SNORD114-2"," 1","106"," 0","171","0.812659244996201","1"
"SNORD114-24"," 1","106"," 1","170","0.999999999999998","1"
"SNORD115-12"," 1","106"," 1","170","0.999999999999998","1"
"SNORD115-13"," 2","105"," 1","170","0.680353679627556","1"
"SNORD115-15"," 2","105"," 0","171","0.286865559264561","1"
"SNORD115-19"," 1","106"," 1","170","0.999999999999998","1"
"SNORD115-2"," 1","106"," 0","171","0.812659244996201","1"
"SNORD115-21"," 1","106"," 0","171","0.812659244996201","1"
"SNORD115-22"," 1","106"," 4","167","0.693814107308467","1"
"SNORD115-23"," 1","106"," 1","170","0.999999999999998","1"
"SNORD115-24"," 1","106"," 1","170","0.999999999999998","1"
"SNORD115-26"," 1","106"," 2","169","0.999999999999989","1"
"SNORD115-27"," 1","106"," 3","168","0.967330798322832","1"
"SNORD115-28"," 1","106"," 0","171","0.812659244996201","1"
"SNORD115-29"," 2","105"," 2","169","0.999999999999998","1"
"SNORD115-32"," 2","105"," 0","171","0.286865559264561","1"
"SNORD115-33"," 2","105"," 0","171","0.286865559264561","1"
"SNORD115-35"," 2","105"," 0","171","0.286865559264561","1"
"SNORD115-36"," 1","106"," 1","170","0.999999999999998","1"
"SNORD115-38"," 1","106"," 0","171","0.812659244996201","1"
"SNORD115-39"," 2","105"," 0","171","0.286865559264561","1"
"SNORD115-4"," 3","104"," 0","171","0.108492141381498","1"
"SNORD115-41"," 2","105"," 2","169","0.999999999999998","1"
"SNORD115-42"," 1","106"," 2","169","0.999999999999989","1"
"SNORD115-43"," 1","106"," 1","170","0.999999999999998","1"
"SNORD115-48"," 1","106"," 1","170","0.999999999999998","1"
"SNORD115-6"," 2","105"," 0","171","0.286865559264561","1"
"SNORD115-7"," 4","103"," 1","170","0.143932341229931","1"
"SNORD115-8"," 1","106"," 4","167","0.693814107308467","1"
"SNORD116-12"," 1","106"," 2","169","0.999999999999989","1"
"SNORD116-13"," 1","106"," 0","171","0.812659244996201","1"
"SNORD116-14"," 1","106"," 1","170","0.999999999999998","1"
"SNORD116-15"," 1","106"," 1","170","0.999999999999998","1"
"SNORD116-16"," 3","104"," 1","170","0.320164865085647","1"
"SNORD116-19"," 1","106"," 1","170","0.999999999999998","1"
"SNORD116-2"," 1","106"," 0","171","0.812659244996201","1"
"SNORD116-27"," 1","106"," 1","170","0.999999999999998","1"
"SNORD116-29"," 4","103"," 1","170","0.143932341229931","1"
"SNORD116-4"," 4","103"," 2","169","0.312518692037205","1"
"SNORD116-8"," 4","103"," 1","170","0.143932341229931","1"
"SNORD3B-2"," 1","106"," 1","170","0.999999999999998","1"
"SNORD50A"," 3","104"," 2","169","0.593473499958091","1"
"SNPH"," 2","105"," 8","163","0.371917882533533","1"
"SNRK"," 2","105"," 3","168","0.999999999999997","1"
"SNRNP200"," 4","103"," 4","167","0.756327580501328","1"
"SNRNP27"," 3","104"," 2","169","0.593473499958091","1"
"SNRNP35"," 1","106"," 0","171","0.812659244996201","1"
"SNRNP40"," 2","105"," 0","171","0.286865559264561","1"
"SNRNP48"," 2","105"," 2","169","0.999999999999998","1"
"SNRNP70"," 1","106"," 1","170","0.999999999999998","1"
"SNRPA"," 4","103"," 4","167","0.756327580501328","1"
"SNRPA1"," 3","104"," 1","170","0.320164865085647","1"
"SNRPB"," 1","106"," 2","169","0.999999999999989","1"
"SNRPC"," 1","106"," 1","170","0.999999999999998","1"
"SNRPD1"," 1","106"," 0","171","0.812659244996201","1"
"SNRPD2"," 3","104"," 0","171","0.108492141381498","1"
"SNRPD3"," 1","106"," 2","169","0.999999999999989","1"
"SNRPE"," 1","106"," 0","171","0.812659244996201","1"
"SNRPF"," 1","106"," 1","170","0.999999999999998","1"
"SNRPG"," 1","106"," 1","170","0.999999999999998","1"
"SNRPN","11"," 96","13","158","0.579485140537673","1"
"SNTA1"," 2","105"," 1","170","0.680353679627556","1"
"SNTB1"," 1","106"," 2","169","0.999999999999989","1"
"SNTB2"," 2","105"," 4","167","1","1"
"SNTG1"," 2","105"," 8","163","0.371917882533533","1"
"SNTG2"," 6","101"," 5","166","0.423355181774913","1"
"SNTN"," 1","106"," 2","169","0.999999999999989","1"
"SNUPN"," 1","106"," 2","169","0.999999999999989","1"
"SNW1"," 2","105"," 0","171","0.286865559264561","1"
"SNX1"," 1","106"," 2","169","0.999999999999989","1"
"SNX10"," 1","106"," 1","170","0.999999999999998","1"
"SNX11"," 1","106"," 0","171","0.812659244996201","1"
"SNX13"," 2","105"," 3","168","0.999999999999997","1"
"SNX14"," 2","105"," 2","169","0.999999999999998","1"
"SNX15"," 1","106"," 1","170","0.999999999999998","1"
"SNX16"," 1","106"," 2","169","0.999999999999989","1"
"SNX17"," 3","104"," 2","169","0.593473499958091","1"
"SNX18"," 2","105"," 2","169","0.999999999999998","1"
"SNX19"," 2","105"," 3","168","0.999999999999997","1"
"SNX2"," 1","106"," 1","170","0.999999999999998","1"
"SNX20"," 2","105"," 4","167","1","1"
"SNX21"," 3","104"," 3","168","0.871530895456888","1"
"SNX22"," 2","105"," 1","170","0.680353679627556","1"
"SNX24"," 3","104"," 0","171","0.108492141381498","1"
"SNX25"," 3","104"," 2","169","0.593473499958091","1"
"SNX27"," 3","104"," 2","169","0.593473499958091","1"
"SNX29"," 8"," 99"," 6","165","0.233984347266704","1"
"SNX29P2"," 1","106"," 1","170","0.999999999999998","1"
"SNX30"," 2","105"," 0","171","0.286865559264561","1"
"SNX32"," 2","105"," 3","168","0.999999999999997","1"
"SNX33"," 3","104"," 3","168","0.871530895456888","1"
"SNX4"," 1","106"," 0","171","0.812659244996201","1"
"SNX6"," 1","106"," 2","169","0.999999999999989","1"
"SNX7"," 1","106"," 0","171","0.812659244996201","1"
"SNX8"," 3","104"," 1","170","0.320164865085647","1"
"SNX9"," 2","105"," 2","169","0.999999999999998","1"
"SOAT1"," 3","104"," 5","166","0.999999999999999","1"
"SOAT2"," 1","106"," 3","168","0.967330798322832","1"
"SOBP"," 5","102"," 5","166","0.666492643123929","1"
"SOCS2"," 2","105"," 0","171","0.286865559264561","1"
"SOCS4"," 2","105"," 0","171","0.286865559264561","1"
"SOCS5"," 4","103"," 2","169","0.312518692037205","1"
"SOCS6"," 3","104"," 0","171","0.108492141381498","1"
"SOCS7"," 1","106"," 0","171","0.812659244996201","1"
"SOD3"," 1","106"," 0","171","0.812659244996201","1"
"SOGA1"," 2","105"," 2","169","0.999999999999998","1"
"SOGA3"," 7","100"," 9","162","0.856476519814733","1"
"SOHLH1"," 2","105"," 1","170","0.680353679627556","1"
"SOHLH2"," 4","103"," 5","166","0.980013824497191","1"
"SON"," 2","105"," 5","166","0.878536797268131","1"
"SORBS1"," 6","101"," 4","167","0.274440673629528","1"
"SORBS2"," 9"," 98"," 9","162","0.431052464107766","1"
"SORBS3"," 4","103"," 5","166","0.980013824497191","1"
"SORCS1","10"," 97","11","160","0.508562525288297","1"
"SORCS2"," 6","101"," 3","168","0.156214349402009","1"
"SORCS3"," 7","100"," 9","162","0.856476519814733","1"
"SORD"," 1","106"," 1","170","0.999999999999998","1"
"SORL1"," 9"," 98","11","160","0.70197226913297","1"
"SORT1"," 2","105"," 1","170","0.680353679627556","1"
"SOS1"," 1","106"," 7","164","0.244296807802006","1"
"SOS2"," 7","100"," 6","165","0.382315802619587","1"
"SOST"," 1","106"," 3","168","0.967330798322832","1"
"SOSTDC1"," 2","105"," 1","170","0.680353679627556","1"
"SOWAHB"," 2","105"," 2","169","0.999999999999998","1"
"SOWAHC"," 3","104"," 1","170","0.320164865085647","1"
"SOWAHD"," 4","103"," 2","169","0.312518692037205","1"
"SOX1"," 3","104"," 3","168","0.871530895456888","1"
"SOX10"," 3","104"," 2","169","0.593473499958091","1"
"SOX11"," 4","103"," 0","171","0.0424384823215139","1"
"SOX12"," 1","106"," 1","170","0.999999999999998","1"
"SOX13"," 2","105"," 2","169","0.999999999999998","1"
"SOX14"," 1","106"," 3","168","0.967330798322832","1"
"SOX15"," 2","105"," 2","169","0.999999999999998","1"
"SOX17"," 3","104"," 2","169","0.593473499958091","1"
"SOX2"," 1","106"," 1","170","0.999999999999998","1"
"SOX21"," 1","106"," 0","171","0.812659244996201","1"
"SOX3"," 3","104"," 0","171","0.108492141381498","1"
"SOX30"," 4","103"," 3","168","0.52612126455169","1"
"SOX5"," 6","101"," 9","162","1","1"
"SOX6"," 6","101"," 2","169","0.0742730361279885","1"
"SOX7"," 8"," 99"," 4","167","0.0805392474924275","1"
"SOX8"," 2","105"," 0","171","0.286865559264561","1"
"SOX9"," 8"," 99"," 2","169","0.0156599187921583","1"
"SP1"," 4","103"," 4","167","0.756327580501328","1"
"SP100"," 6","101"," 7","164","0.771959779447237","1"
"SP110"," 5","102"," 1","170","0.0631423104346593","1"
"SP140"," 8"," 99"," 4","167","0.0805392474924275","1"
"SP140L"," 3","104"," 0","171","0.108492141381498","1"
"SP2"," 3","104"," 1","170","0.320164865085647","1"
"SP3"," 1","106"," 1","170","0.999999999999998","1"
"SP4"," 4","103"," 3","168","0.52612126455169","1"
"SP5"," 1","106"," 1","170","0.999999999999998","1"
"SP6"," 1","106"," 0","171","0.812659244996201","1"
"SP7"," 1","106"," 3","168","0.967330798322832","1"
"SP8","11"," 96","10","161","0.259521302947089","1"
"SPA17"," 1","106"," 1","170","0.999999999999998","1"
"SPACA1"," 1","106"," 0","171","0.812659244996201","1"
"SPACA3"," 1","106"," 4","167","0.693814107308467","1"
"SPACA4"," 1","106"," 1","170","0.999999999999998","1"
"SPACA6P-AS"," 1","106"," 2","169","0.999999999999989","1"
"SPACA7"," 3","104"," 1","170","0.320164865085647","1"
"SPAG1"," 6","101"," 4","167","0.274440673629528","1"
"SPAG11A"," 1","106"," 0","171","0.812659244996201","1"
"SPAG16"," 5","102"," 5","166","0.666492643123929","1"
"SPAG17"," 8"," 99"," 7","164","0.346193434216405","1"
"SPAG4"," 2","105"," 2","169","0.999999999999998","1"
"SPAG5"," 2","105"," 2","169","0.999999999999998","1"
"SPAG6"," 1","106"," 0","171","0.812659244996201","1"
"SPAG7"," 1","106"," 0","171","0.812659244996201","1"
"SPAG8"," 4","103"," 0","171","0.0424384823215139","1"
"SPAG9"," 3","104"," 3","168","0.871530895456888","1"
"SPAM1"," 3","104"," 3","168","0.871530895456888","1"
"SPANXB1"," 1","106"," 3","168","0.967330798322832","1"
"SPANXD"," 2","105"," 2","169","0.999999999999998","1"
"SPANXN1"," 1","106"," 2","169","0.999999999999989","1"
"SPANXN2"," 2","105"," 0","171","0.286865559264561","1"
"SPANXN3"," 3","104"," 2","169","0.593473499958091","1"
"SPANXN5"," 1","106"," 1","170","0.999999999999998","1"
"SPARC"," 4","103"," 4","167","0.756327580501328","1"
"SPARCL1"," 2","105"," 2","169","0.999999999999998","1"
"SPAST"," 1","106"," 1","170","0.999999999999998","1"
"SPATA1"," 1","106"," 1","170","0.999999999999998","1"
"SPATA12"," 1","106"," 2","169","0.999999999999989","1"
"SPATA13"," 2","105"," 1","170","0.680353679627556","1"
"SPATA16"," 4","103"," 4","167","0.756327580501328","1"
"SPATA17"," 3","104"," 1","170","0.320164865085647","1"
"SPATA18"," 5","102"," 6","165","0.866338712001005","1"
"SPATA19"," 1","106"," 0","171","0.812659244996201","1"
"SPATA2"," 3","104"," 1","170","0.320164865085647","1"
"SPATA20"," 3","104"," 1","170","0.320164865085647","1"
"SPATA22"," 2","105"," 1","170","0.680353679627556","1"
"SPATA25"," 4","103"," 0","171","0.0424384823215139","1"
"SPATA2L"," 3","104"," 2","169","0.593473499958091","1"
"SPATA31A1"," 8"," 99"," 7","164","0.346193434216405","1"
"SPATA31A3"," 4","103"," 9","162","0.768748309498295","1"
"SPATA31A6","10"," 97"," 8","163","0.197643037055168","1"
"SPATA31A7"," 2","105"," 1","170","0.680353679627556","1"
"SPATA31B1P"," 4","103"," 1","170","0.143932341229931","1"
"SPATA31C1"," 8"," 99"," 4","167","0.0805392474924275","1"
"SPATA31C2"," 8"," 99","10","161","0.774504273919845","1"
"SPATA31D1","11"," 96"," 9","162","0.181309412935775","1"
"SPATA31D5P"," 4","103"," 6","165","0.999999999999996","1"
"SPATA31E1"," 4","103"," 2","169","0.312518692037205","1"
"SPATA32"," 2","105"," 1","170","0.680353679627556","1"
"SPATA5"," 3","104"," 1","170","0.320164865085647","1"
"SPATA5L1"," 4","103"," 0","171","0.0424384823215139","1"
"SPATA6"," 5","102"," 4","167","0.470610920420767","1"
"SPATA7"," 3","104"," 1","170","0.320164865085647","1"
"SPATA8"," 2","105"," 0","171","0.286865559264561","1"
"SPATA9"," 1","106"," 2","169","0.999999999999989","1"
"SPATC1"," 2","105"," 4","167","1","1"
"SPATS1"," 1","106"," 1","170","0.999999999999998","1"
"SPATS2"," 3","104"," 0","171","0.108492141381498","1"
"SPATS2L"," 2","105"," 3","168","0.999999999999997","1"
"SPCS1"," 2","105"," 0","171","0.286865559264561","1"
"SPCS3"," 1","106"," 0","171","0.812659244996201","1"
"SPDEF"," 6","101"," 2","169","0.0742730361279885","1"
"SPDL1"," 6","101"," 3","168","0.156214349402009","1"
"SPDYA"," 1","106"," 1","170","0.999999999999998","1"
"SPDYC"," 1","106"," 2","169","0.999999999999989","1"
"SPDYE1"," 1","106"," 2","169","0.999999999999989","1"
"SPDYE3"," 3","104"," 3","168","0.871530895456888","1"
"SPDYE4"," 2","105"," 1","170","0.680353679627556","1"
"SPDYE5"," 1","106"," 1","170","0.999999999999998","1"
"SPDYE7P"," 5","102"," 2","169","0.155403873458458","1"
"SPECC1","11"," 96","10","161","0.259521302947089","1"
"SPECC1L"," 9"," 98"," 4","167","0.0412222916758063","1"
"SPEF2","12"," 95","10","161","0.166170540993629","1"
"SPEG","16"," 91"," 9","162","0.0113243352343883","1"
"SPEN","15"," 92","11","160","0.0571726230175553","1"
"SPERT"," 5","102"," 2","169","0.155403873458458","1"
"SPESP1"," 2","105"," 0","171","0.286865559264561","1"
"SPG11"," 8"," 99"," 9","162","0.622555719692879","1"
"SPG20","10"," 97"," 7","164","0.128233170763889","1"
"SPG21"," 1","106"," 0","171","0.812659244996201","1"
"SPG7"," 3","104"," 3","168","0.871530895456888","1"
"SPHAR"," 1","106"," 0","171","0.812659244996201","1"
"SPHK1"," 4","103"," 2","169","0.312518692037205","1"
"SPHK2"," 3","104"," 2","169","0.593473499958091","1"
"SPHKAP"," 7","100"," 9","162","0.856476519814733","1"
"SPI1"," 1","106"," 0","171","0.812659244996201","1"
"SPIB"," 3","104"," 2","169","0.593473499958091","1"
"SPICE1"," 2","105"," 2","169","0.999999999999998","1"
"SPIDR"," 2","105"," 4","167","1","1"
"SPIN2A"," 1","106"," 0","171","0.812659244996201","1"
"SPIN3"," 1","106"," 2","169","0.999999999999989","1"
"SPIN4"," 4","103"," 0","171","0.0424384823215139","1"
"SPINK14"," 1","106"," 1","170","0.999999999999998","1"
"SPINK4"," 2","105"," 0","171","0.286865559264561","1"
"SPINK5"," 4","103"," 6","165","0.999999999999996","1"
"SPINK7"," 1","106"," 0","171","0.812659244996201","1"
"SPIRE1"," 2","105"," 4","167","1","1"
"SPIRE2"," 4","103"," 1","170","0.143932341229931","1"
"SPN"," 3","104"," 1","170","0.320164865085647","1"
"SPNS1"," 2","105"," 1","170","0.680353679627556","1"
"SPNS2"," 4","103"," 1","170","0.143932341229931","1"
"SPNS3"," 3","104"," 0","171","0.108492141381498","1"
"SPO11"," 2","105"," 1","170","0.680353679627556","1"
"SPOCD1"," 5","102"," 4","167","0.470610920420767","1"
"SPOCK1"," 2","105"," 6","165","0.669376764406716","1"
"SPOCK3"," 3","104"," 0","171","0.108492141381498","1"
"SPON1"," 5","102"," 4","167","0.470610920420767","1"
"SPON2"," 2","105"," 1","170","0.680353679627556","1"
"SPOPL"," 2","105"," 3","168","0.999999999999997","1"
"SPP1"," 1","106"," 2","169","0.999999999999989","1"
"SPPL2B"," 1","106"," 3","168","0.967330798322832","1"
"SPPL2C"," 3","104"," 6","165","0.999999999999996","1"
"SPPL3"," 4","103"," 3","168","0.52612126455169","1"
"SPRED1"," 4","103"," 5","166","0.980013824497191","1"
"SPRED2"," 4","103"," 4","167","0.756327580501328","1"
"SPRR1B"," 1","106"," 1","170","0.999999999999998","1"
"SPRR2A"," 1","106"," 2","169","0.999999999999989","1"
"SPRR2E"," 1","106"," 0","171","0.812659244996201","1"
"SPRR2G"," 1","106"," 0","171","0.812659244996201","1"
"SPRR4"," 1","106"," 3","168","0.967330798322832","1"
